GSM997591	GSM997592	GSM997593	GSM997594	GSM997595	GSM997596	GSM997597	GSM997598	GSM997636	GSM997637	GSM997638	GSM997639	GSM997640	GSM997641	GSM997642	GSM997643	GSM997644	GSM997645	GSM997646	GSM997647	GSM997648	GSM997649	GSM997650	GSM997651	GSM997652	GSM997653	GSM997654	GSM997655	GSM997656	GSM997657	GSM997658	GSM997659	GSM997660	GSM997661	GSM997662	GSM997663	GSM997664	GSM997665	GSM997666	GSM997667
Lable	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNNT1	-1.3266842797159	-1.40944631879325	-0.839101466264524	-1.18675005349374	-1.15153198679873	-1.58451764507892	-1.44157439108371	-0.967277945406284	0.947929250924303	0.569267146546497	0.594611387484668	0.142471002561481	0.457794779576642	0.796885377038611	0.133016078372325	0.239521461237	1.82953240301823	1.0671378513064	0.883994554861397	0.758024471382771	-1.14690421257941	-0.263193554022235	-1.3043811601115	1.63930969206123	0.59401677733568	0.704962897837262	-1.21819851899038	-0.921082635303953	-1.00997513066292	1.01552554382827	0.646712865308405	-1.05941000728282	1.29441646158403	0.476084811904395	1.02107670401156	0.778097088517004	0.155916299406676	0.982035546850296	-0.91941218012298	0.0211010327561229
TOMM40	1.59044003280192	2.99191553298045	0.788371305445858	0.503316030469968	0.452073135909611	-0.433580783044281	0.763951053095673	0.366144562449026	-0.0426600815917434	-0.410379538061483	-1.22744820442213	-0.00361373724068143	0.00760876837095402	-1.25829138786493	1.68905422528509	0.140913866569954	0.157048496153339	-0.169789097837398	-0.524310383135441	-0.76046146878924	0.199601908017793	-0.904240457022342	-0.389117815012337	0.289106900581988	1.29710563910422	-0.807976150446914	-0.698076143039331	-0.169399307081126	0.0117975442921905	-1.12749229230294	-0.219801735587007	-1.77891493890491	-0.115229336832581	2.34270121597185	0.0543275455246419	-1.0842932508131	-1.10782618244034	0.00915716336990762	0.806449210052295	-1.22818184497646
TOP2A	-1.58390101573417	-1.84106479706001	-1.48952270758415	-1.57459252861376	-1.8593552731419	-1.74543815200204	-1.34615802391355	-1.11706976955408	0.130965902273744	0.389662833776141	0.760771358759509	-1.18490745871089	1.06661656301076	0.357992964364196	0.00631517299240315	1.33965390034455	0.673122347920304	1.1254306787613	0.534712039020163	0.181846479388282	0.821732648143177	0.373440681595103	-0.353988196506426	1.24774499505204	0.694678508710186	-1.23885554152478	0.855703473277571	0.492585439539373	-0.0834026941089069	-0.748750948098655	0.0488326059869352	0.235603665493648	1.17051625255835	1.60873202688564	0.821355676111032	0.227191202623899	0.292400383221373	-0.33088356759836	0.684432061334998	0.355850813007006
TPPP3	0.184034005668311	0.605130507277999	1.04948976477214	1.69608149628632	-0.350238939201619	0.019006876757165	0.412851995524677	0.0924839059889292	1.66402276269872	-0.254743264453	-0.564256165581646	-0.523624599420747	0.239769868190334	0.167390964986987	1.62708415427113	-0.310835205411087	-0.853387901809432	-1.08435329871741	-0.929833143437665	-0.765411571442487	-0.511416068456233	0.168930755592531	-0.222425074127382	-0.375982569796808	-0.936784266769823	-0.421316990331185	1.176955899666	-1.01105745306647	-0.689362794864562	3.61712361257331	-0.0462234701711428	-0.473040084237886	-0.506689579047532	-0.876130730973099	-0.013345975349838	-1.31627709299962	1.75101962680868	-0.100909009790042	-1.02628148852496	-0.307449459081561
TPX2	-1.14283395100501	-1.54065632994951	-1.50383471126897	-1.64081783938178	-2.16910212570994	-1.24620225258766	-1.44099339758803	-1.68729981329404	0.0579959107383324	0.729269777472134	0.427209739132326	-0.964392534942707	0.696393668792222	0.524055146417686	0.539274136355529	1.57317609713972	0.640999538343241	1.38129354856895	0.844226441649429	0.0245356780338165	0.205199958167666	0.669097528750127	-0.957915013839824	1.30542745526045	0.932997126396063	-0.766458521595506	0.946090847281939	0.374110834266532	0.13947138198881	-0.785181375026671	-0.352031898120552	0.094045868273488	0.90505260056254	1.68869990593673	0.415053460126827	0.289514158440079	0.0746934900013198	-0.297848301750654	0.692553154881915	0.325130613082983
TSGA10	-0.695109766042739	0.201848320172386	0.0835216122752518	-1.68741603501659	0.891301896058368	0.936542189270555	1.63398935862159	-0.606216569278781	-0.518239824996916	-1.03428041365608	0.510533247425591	3.12873107752211	-0.178289812219051	0.239762277489383	0.31256141440966	-0.678360374503044	-0.920045107305713	0.6867347755483	-0.567318289320669	-0.357534420343123	-1.71338541928451	-0.277808354789419	2.42696677469162	-0.05119153649673	-0.282286169980574	0.0780385849991204	0.946368715077831	-0.21270896284013	0.0287042345703717	0.623275081741002	-0.59263428573335	-0.0504421995655332	-0.440278775083749	-1.76405789875415	-0.7753319107144	0.0138008073195312	1.40462835733202	-0.59186666027201	0.234088616926737	-0.386594555254148
TTC25	-0.604629740326371	-0.579016845091775	-0.665013739895527	-0.555000151296411	-0.657896133784177	-0.823010026653016	-0.691105071558352	-0.349778910366718	1.08834111034565	-0.0349326450680967	0.0555453139713304	1.39313242706695	0.546799356516886	-0.363565137217968	2.56959111505396	0.896147435516626	-0.517268572747131	-0.762589305575969	-0.896769237028094	-0.897117734833566	-0.0874018622104039	0.125070562498802	-0.800146011313398	0.479680843765618	-0.0397139445560153	1.83027613084799	-0.119061347164009	-1.21206934782284	-0.00453633414772763	3.57233185969436	0.812153861948677	-0.733587590687344	-0.118205569229952	-1.36955381264805	0.419608900616503	-0.718907645861447	0.0684229508918946	0.0698801097284318	0.0381626394256815	-0.364267900805013
TTK	-1.46342465515856	-1.46610222081415	-1.18900878419505	-1.63851562081611	-1.74557596124581	-1.18444697083757	-1.16863606447892	-1.57500549280847	0.259965406508102	0.924209910180186	1.36810729560015	-1.3310977506824	0.457221564828802	0.527586730432905	-0.0474950410460447	0.832385578864115	1.04894651458542	1.4491500616959	0.967822384788976	-0.27485273571099	-0.0572913472599407	1.02840276341279	-0.427821961004342	0.799904402156844	0.430702466393544	-1.33688324931008	0.991024964635954	0.367020060227537	-0.094271076318337	-1.31097773233094	-0.0755228966207472	0.538954755875778	1.05085185414986	1.12470610812678	0.679006472992541	0.781531005828235	0.104895014678934	-0.686144806454892	1.18759376008019	0.15308529104983
UBE2C	-1.68948911860468	-1.30275211353766	-1.90507317904983	-1.06088655022896	-1.29657446158369	-1.35827006851263	-1.80671630971168	-1.12914159932004	0.393440459448866	0.222916062619772	0.41826791611608	-0.524628129846995	0.485061931887719	0.289125126796372	-0.500418455627334	1.76943588438055	0.0863944917539925	1.18455778352595	0.316487615238934	-0.077306893102509	1.32148158840454	0.343115023826561	-0.247851874341313	1.54381753880993	1.36841849359905	-0.846097124080618	0.684308666584967	0.243726561831504	0.0690530991637812	-1.05892739541469	-0.1417333006449	0.0899878138973765	0.835908535371632	2.1644519402405	0.47755199082707	0.334294600384183	-0.1309397653942	-0.714891977550562	0.938838864955357	0.211056326887594
