GSM1314222	GSM1314223	GSM1314224	GSM1314225	GSM1314226	GSM1314227	GSM1314228	GSM1314229	GSM1314230	GSM1314231	GSM1314232	GSM1314233	GSM1314234	GSM1314235	GSM1314236	GSM1314237	GSM1314238	GSM1314239	GSM1314240	GSM1314241	GSM1314242	GSM1314243
Lable	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNNT1	-1.05720939883643	-0.830099093255759	-1.11186564580249	-0.806396626878333	-1.82345771999583	-1.57060883588877	0.521890831445815	0.131132946059738	-0.178082825396021	1.29379745269695	0.571328795478408	0.293545134694837	0.368314925866327	1.15573126396742	-1.47426432731159	0.974371004980077	1.41353309415606	1.1579500004874	0.032004450844661	1.04228352791675	0.14955828868247	-0.253457243911689
TOMM40	-1.24691956462495	-1.35422464969255	-1.40213050639882	-1.09245085995684	-0.896287262826274	-0.280082280488039	0.115348144586407	-0.951521438840618	0.0710299124300206	0.350280672794816	-0.334037003463572	-0.328596046846134	0.432459952180364	0.947670235538348	0.430893142787727	1.97793664676131	1.29529143555441	0.383660575687792	-0.296002243084707	0.491986354129275	2.17432135656979	-0.488626572797749
TOP2A	-0.993695444168454	-1.4601790141808	-0.833449345213148	-1.78516469476257	-1.16908995672951	-2.04988279450285	-0.273546861427125	0.322355076701152	0.893965190601908	0.289033631025856	0.0505818545913187	-0.284828258311865	0.347640709391181	0.912683098241009	0.709778345163293	1.64535321779961	1.01689541721636	0.485296465639572	0.517508376886895	0.674990656904445	1.05903891982756	-0.0752845906938358
TPPP3	-0.973614554215025	-0.431403015383103	-0.626354780763125	-1.11251079421305	-0.784284185466216	0.702868725828522	1.42905370652458	-0.450233087395973	-0.237001332280928	-0.978647736581387	-0.899280471609147	-0.77439890893498	-0.820459020371447	1.16718397270108	1.52273933518408	-0.414678414852924	0.664425844921097	1.23317905109182	1.58723142648712	-0.42084276919333	-0.933356992589084	1.55038400111143
TPX2	-1.04595050842784	-1.45512193415608	-0.456984048745693	-1.39761497933659	-1.52889336988598	-2.15471676197182	-0.0895001869064449	0.104685929811882	1.13811347660274	0.243586853733763	0.325542874959085	-0.261687598913026	0.40573971930494	0.396456449768073	0.802125401021541	1.87856822371929	0.74592714173768	0.523610057544792	0.266265881267953	0.507761519596521	1.19353786587748	-0.14145200660227
TSGA10	0.289175992112469	-0.864082407773527	-0.178103478767168	-0.21958051003655	0.754891935468779	0.177170821244243	0.8451493942411	-1.40420383410709	-1.45376568741074	-0.294409630821035	0.113132463175218	-1.07194602670416	-0.868380520046205	2.01552574160372	-1.2470627615703	1.42445982616465	0.173839622762684	1.6904034013929	0.146343450238149	0.0477962899928051	-1.06908110919161	0.992727028031679
TTC25	-0.467554644896326	-0.0341704069016375	-0.163338044897429	-0.435660750698512	0.0743428077322729	0.115473520937224	1.51614160770491	0.156738439049371	0.909505758360378	-0.849302823648683	-1.28294188009074	-1.51186921722974	-0.171727307396286	1.98148612534065	-0.0734566327229072	-0.256656005660166	-0.114251833659867	1.45980848225195	1.67687164322362	-0.34781793468544	-1.88380383595137	-0.297817066161258
TTK	-1.26399324894914	-1.58180911069388	-0.843237931129109	-1.51446783545826	-1.48989336481332	-1.73416704719482	-0.063271706728434	0.722168826365489	0.368846044640318	0.455522643712124	0.48068593221405	-0.479486004512878	0.210316387075222	1.14437223218102	1.26977475109952	1.38159728890425	1.17833362614438	0.208589295456954	0.730805036459199	0.460901383646828	0.51139597409484	-0.15298317251435
UBE2C	-1.13904044809151	-1.34412146057773	-0.883579796767243	-1.22063484901895	-1.48189774245948	-1.38373742723315	-0.121586896729476	0.0276775148289498	1.24289709803717	-0.274729772434022	0.0610309118727016	-0.416141895510867	0.830212261049169	0.24222278743224	0.527442224089017	2.00884086752729	0.617497261500827	1.00660297727158	0.0993001419370518	0.472163669203432	1.65449365285743	-0.524911078784437
VNN1	2.08001767121266	-0.507514175375677	0.529218858949043	0.124976315665343	1.99684737785108	0.367420533962933	1.2708563270267	0.838612274381741	-1.10370636938248	-0.25279759746185	0.780860668609983	0.955990436592561	-1.17017300020893	-0.587776335166829	-0.8355112870535	-0.122926174146236	-0.347675543263058	-0.914914607798263	-1.00040244062518	-1.0339199161116	0.117529081706434	-1.18501209936487
VNN2	1.64597917520495	-0.0280433402397789	1.57519913618711	0.384944843546784	2.72010922915857	0.0235914781570323	0.436354672860902	0.505607453952029	-0.500414563406229	0.0216936749615385	-0.274178151969379	-0.408702216824974	-0.758423931864517	-1.27895161742351	-1.9195560998077	-0.74515213521522	0.209964438818675	-0.329598310267665	-0.514113202999981	-0.651133067854602	0.0504125865761835	-0.165590051550213
VNN3	1.16502888215476	-0.18742266479821	0.74401175491187	0.374902906412922	0.831089487953841	-0.847342722890351	1.45230267646529	0.334268615069647	0.949765053451835	0.118706671606542	0.749680784046027	-0.189631867079287	0.302922714454665	-1.69556179340726	-0.472880841713595	0.330078327180459	-2.79127147935794	-0.0590964854300432	0.592360997427343	0.253324997823067	-1.39549505226557	-0.559740962016015
VWA3B	1.22613741795011	1.01722921663084	1.07576592209175	1.30840439334176	-2.2838042780987	-1.32360355881257	0.639446258690816	0.721227546763916	0.214724207289657	-0.294886029892448	1.10816415055472	1.18339932857894	-0.497767884152117	-1.1824999734571	-1.25991229161835	-1.02576807888309	-0.595893163456164	-0.395073448412474	0.314442969178255	0.116125153212742	-0.140177173649401	0.0743193161489274
WDR49	-0.416904131200673	-0.541546668916494	-0.462163497529072	-0.613558093642705	-0.646629241543137	-0.572737611065046	1.97211760587933	-0.225780618998052	-0.376292560373223	-0.395040722829461	-0.590547127905961	-0.382552518107168	-0.593101974582734	0.0433021294973381	3.17262720050246	-0.571043151807223	0.917434807870922	-0.547179216060911	0.699729032184252	-0.534479398232805	-0.557035887299177	1.22138164415954
WDR66	0.101102053005238	0.809889843907782	0.684458824864355	0.344170816127102	-1.63780782161143	-0.946697284577997	0.769220728440985	0.829984006818824	1.61730339179591	0.16912131845849	0.698051257310387	0.711259066443124	0.343280153730397	-1.84441881096353	-1.85724140860969	-0.676580427858054	-1.19983901928283	-0.384318069885372	0.917822980926564	0.665174996684807	-0.744270097809673	0.630333502084608
ZBBX	-0.756667241846315	-0.859263775924535	-0.212381896170175	-1.30203558784075	-0.6852036504385	-0.659306201854877	1.21503921946982	-0.359472018470132	0.892360104952113	-0.589368218882089	-0.97178457515925	-0.772309105785874	-0.677384997907367	1.61666918998729	1.71901215191772	-0.341822769966997	0.823801161824878	0.00273380799441794	2.0564950225402	-0.543706435467006	-0.611609954418905	1.01620577144634
ZHX1-C8orf76	-0.792666703329072	-0.733520732048668	-0.502697339356248	-1.46701173338055	-1.94006344221028	-2.37074097780073	0.0746175440402113	0.579559637257653	0.110651769347643	1.50936070933729	0.906390509270128	0.536880311520449	0.224370376574127	-0.451323418112374	0.869128496975016	0.573031476680168	1.19136217807782	1.01776084138203	-0.0204632579561998	0.13385552968265	0.68776481841881	-0.136246594369864
ZWINT	-1.19829377989113	-1.8927071170336	-1.36383710595279	-1.84970903840087	-1.31679409847914	-1.26240216756459	0.134529629519694	0.109029492934785	0.757217867944096	0.143536581683951	0.301617695138509	-0.0518271213034888	0.574938860727717	0.824534031537373	0.768092634225645	1.10087851910688	1.16123595582403	0.641871098760738	0.884597464186169	0.734435799429385	0.869161759652272	-0.0701069620456373
