V1,V2
TPX2,TTK
TPX2,UBE2C
TPX2,VNN1
TPX2,WDR66
TPX2,ZWINT
TPX2,TOP2A
TTC25,TTK
TTC25,VNN3
TTC25,WDR66
TTC25,ZBBX
TTC25,ZHX1-C8orf76
TTC25,TSGA10
TTC25,TUBA4B
TTC25,VWA3B
TTC25,WDR49
TTC25,TOP2A
TTC25,TPPP3
TTC25,USP19
TTK,UBE2C
TTK,VNN1
TTK,VNN3
TTK,WDR12
TTK,WDR66
TTK,ZBBX
TTK,ZHX1-C8orf76
TTK,ZWINT
TTK,TSGA10
TTK,TUBA4B
TTK,VWA3B
TTK,WDR49
TTK,TOP2A
UBE2C,VNN1
UBE2C,WDR66
UBE2C,ZBBX
UBE2C,ZWINT
UBE2C,TOP2A
UBE2C,USP19
VNN1,VNN3
VNN1,WDR12
VNN1,ZBBX
VNN1,ZHX1-C8orf76
VNN1,ZWINT
VNN1,TOP2A
VNN3,ZBBX
VNN3,TSGA10
VNN3,TUBA4B
VNN3,VWA3B
VNN3,WDR49
VNN3,TOP2A
VNN3,TPPP3
WDR12,ZHX1-C8orf76
WDR12,ZWINT
WDR12,TOP2A
WDR66,ZBBX
WDR66,ZHX1-C8orf76
WDR66,TSGA10
WDR66,TUBA4B
WDR66,VWA3B
WDR66,WDR49
WDR66,TOP2A
WDR66,TPPP3
WDR66,USP19
ZBBX,ZHX1-C8orf76
ZBBX,TSGA10
ZBBX,TUBA4B
ZBBX,VWA3B
ZBBX,WDR49
ZBBX,TOP2A
ZBBX,TPPP3
ZBBX,USP19
ZHX1-C8orf76,ZWINT
ZHX1-C8orf76,TOP2A
ZWINT,TOP2A
TSGA10,TUBA4B
TSGA10,VWA3B
TSGA10,WDR49
TSGA10,TPPP3
TUBA4B,VWA3B
TUBA4B,WDR49
TUBA4B,TPPP3
VWA3B,WDR49
VWA3B,TPPP3
WDR49,TPPP3
