GSM461348	GSM461349	GSM461350	GSM461351	GSM461352	GSM461353	GSM461354	GSM461355	GSM461356	GSM461357	GSM461358	GSM461359	GSM461360	GSM461361	GSM461362	GSM461363	GSM461364	GSM461365	GSM461366	GSM461367	GSM461368	GSM461369	GSM461370	GSM461371	GSM461372	GSM461373	GSM461374	GSM461375	GSM461376	GSM461377	GSM461378	GSM461379	GSM461380	GSM461381	GSM461382	GSM461383	GSM461384	GSM461385	GSM461386	GSM461387	GSM461388	GSM461389	GSM461390	GSM461391	GSM461392	GSM461393	GSM461394	GSM461395	GSM461396	GSM461397	GSM461398	GSM461399	GSM461400	GSM462643	GSM462644	GSM462645	GSM462646	GSM462647	GSM462648	GSM462649	GSM462650	GSM462651	GSM462652
Lable	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
ALDH1A1	-0.597863504841493	-0.145842206433384	-0.00313676963591365	-0.387724704801783	-0.521858648381236	-0.139687029565922	-0.385374140807129	-0.722133390488266	-0.771938093129683	-0.569898150235685	-0.189819127916972	-0.546964822669555	-0.636729479222196	-0.924678173029267	0.276548179855848	0.342523754275311	-0.539317118414272	-0.507735258231303	-0.814521437279538	-0.699909813976364	-0.0599823103982364	-0.536010171038039	-0.329805018626729	-0.907924920896647	-0.665665196745258	-0.680933959780871	-1.11109333088814	-0.291163592369182	-2.87267464722555	-0.315270566109189	0.0621675907771172	0.677509234633838	-0.337671218973518	-0.0144280032890256	0.289240059950683	0.0777678321227434	-0.611969362696941	0.178539409703143	-0.326278580527802	-0.540701690901154	0.188044275683388	0.0560044520846501	-1.26800296795221	-1.38594752810355	0.561059097165643	-0.662784839499356	1.06529077976196	0.595903837667087	-1.21863877879991	2.11303658724589	-0.254531966315558	0.0855704129339836	-0.0337631519611887	1.76130385078196	1.36475227288386	0.930488287609968	1.19555392358193	1.4518544782834	1.74142330582625	1.76349435982356	1.836491759905	2.56576204553567	2.3500438840651
ALDH1A2	-0.820648948782326	-0.796460248951857	-0.506188679908874	-0.707793839393192	-0.817629751468671	0.250715325399341	-0.60020488799271	-0.80930905968746	-0.546018871472599	-0.253779931715893	-0.560619267343008	-0.715497726661723	0.667528179213372	-0.659822374880323	-0.42216411864693	-0.855712118696433	-0.346425181980818	-0.35151915178587	-0.682874540273202	-0.658925431467491	-0.329366100635472	-0.484454549895152	-0.148839425063769	0.788263787527341	-0.442128997615167	-0.66077437425118	-0.564625665681301	-0.640202939595484	-2.38435842410261	-0.707195997087824	1.48965513797236	-0.728828006414987	-0.661529914214043	-0.490293535012569	0.166950182164782	-0.19657000393279	-0.337797889143272	0.27667408174477	-0.362391044558431	-0.572503567748552	-0.153239981475467	-0.13334697094353	0.40609396397412	-0.479865944991507	0.193775499953567	0.023482126893748	0.243440380498624	-0.745902025885823	-0.210577500264105	-0.307400539753758	-0.829153118001368	-0.752038375444828	0.845808035989507	1.45738508104306	1.89693901720396	1.12837849077318	1.31052333349564	2.24861260683225	2.15140312920915	2.12953153547836	2.35523446466191	2.27048596219643	2.13409870059688
CENPF	0.659059766890041	0.299615306048092	-0.00983685355040556	-0.435420541092848	0.334836260126115	0.129487195572843	0.0536989397290466	0.520323261030781	-0.0248846940118765	1.89140810769651	0.741355690999542	-0.0930129192178566	-0.616279155431812	0.928343381126361	-0.935863618982567	1.67814428643213	0.2097046887702	-0.0326507834606756	0.0555314975269992	0.558429437285871	-1.56408708293503	0.0836676607888125	0.203405293797476	-0.975983617735626	0.492361130651626	1.20765101730756	1.08721856761317	-0.7294705910392	-0.478428180573433	-0.203796267784115	-0.127790335213082	-0.549074600235762	0.220534949871731	-0.516293884725026	0.0647833122631461	-0.316603108442086	-0.0294712936132721	-0.0576840527767702	0.564150557985207	0.162560543380007	0.261034092925858	0.306258591913598	0.618443624242323	1.16855171114786	1.1361569768712	0.364280193734154	1.71994484761128	0.953407466092716	1.20547149292779	1.09871811107511	1.14335476573796	1.11763671833152	1.10892821001493	-1.39130271210623	-1.93633800349991	-1.09986113552459	-2.02931581916621	-1.9966684387147	-1.96547482143502	-2.03819327023311	-1.34614944963321	-0.832016992579575	-2.01650543180557
CRABP2	0.636495674956033	0.059959938570627	-0.724433163697838	0.724210166674389	0.448820079559796	0.413918634961819	1.13499931383913	0.920834203161543	-0.252326509836328	0.716114370183605	0.16988821287762	-0.465594327426888	-0.778773127842823	0.927497799842536	-0.203189356031027	1.00926794592306	-0.1267281421436	-0.024789527041416	0.476718854308867	-0.126681850446202	0.234272766987036	-0.173605483336494	-0.252367499890855	-0.277842095472621	0.775585087993555	0.898456182173545	1.24043334233565	1.39885111937315	0.514274026324268	0.778584604903076	-0.0552054497387589	-0.595778630835271	0.0739400044643526	-1.7287998369226	-1.06541896115538	-0.862220031776997	0.0968554933469202	-0.235051297752166	-0.708689179841126	-0.434578238739657	-0.464867304097291	-0.357730989775239	0.738176237842785	0.786718925247037	1.34208656420926	1.8025655127179	1.13593476044458	0.851092650556099	1.67784954430822	1.65563993491087	1.18133671134431	0.185539220932315	0.86307170821916	-1.84437794655711	-1.71283480408844	-1.67340209478126	-1.89047170505194	-1.251735245954	-1.34782686455487	-1.77417499314391	-1.85099620296731	-1.13012671324742	-1.47937201934627
HBB	-0.544056118394417	-0.654749281738348	-0.393288380207904	-0.558347529253346	-0.62184461194772	-0.305353768876193	-0.435251207284172	-0.584804192589664	-0.0522079939690368	-0.572627351560661	-0.500242531457333	-0.555942563953546	-0.470620148491687	0.242937418707753	0.521951567536906	-0.576397720912473	-0.486219020644555	-0.505811171347941	-0.670514483690862	-0.361601190016324	0.450463837664456	-0.148035090629852	-0.484212837856202	-0.498188631103507	-0.356047547074865	-0.495258090904007	-0.441963023707593	-0.528042785101447	-1.7041982907713	-0.530880616888031	-0.511116682948945	-0.488900066144587	-0.48560005565243	-0.202450838935356	-0.483496392694611	0.668567195847829	-0.231505382871882	-0.592967986362454	-0.451284309282837	-0.176517023780712	-0.438582575033639	-0.393451301610016	-0.467453065503345	-0.137775814053325	-0.241113655519467	-0.599811366930676	-0.618323737295377	-0.590049716394074	0.161788926865699	-0.607532750703588	-0.220348334384971	-0.397029437340925	-0.0340678206150198	0.847471255675283	0.442371620239875	2.05984098514102	1.64586520084827	2.72889306070403	2.68636580299617	2.75509136750729	2.63148174086954	1.88046111301786	2.68253340080925
KRT7	0.766022356028345	0.383275740175871	-0.116152379820959	0.751216390170931	-0.082148642392667	0.293678366264869	1.39627678188926	0.161183325228349	0.150264182726383	0.288694107320315	0.0426859986884071	0.478599121034644	-0.0546840886112796	-0.141942799698421	-0.356835520358756	0.600864218131025	-0.17440505561507	-0.566935809574976	-0.0682696383273527	0.483406759046381	-0.602693462851404	-1.07534777729901	-0.158059943323455	0.0528684199926992	0.0887188315021415	1.46980281191768	-0.539401246727343	1.19174786059622	0.10891954453927	0.354453614714554	-1.83699040598136	1.52795084121024	-0.284131918691274	-0.127614724381226	-0.64490451047376	-3.24419408030666	-0.714991105938618	-0.431878236440673	-2.05095184953745	0.292279717280192	-0.438511746198631	-0.231316977755648	2.04621513533934	1.08942044186696	1.10294668459613	1.71148682563127	0.639643317734216	1.62988710640551	-0.684175050843606	0.212086658360585	2.04018912993396	1.12698100670803	0.725843009942608	-2.10717631787749	-1.03170838319677	-1.23909053248578	-0.722949022495701	-1.09285500876044	-1.11300254646607	-0.0484288476611865	-0.608323886271105	-0.212517087428657	-0.405019701183614
LAMA2	-0.996488981674442	0.42039247775108	-0.715988712869762	0.976306794879412	-1.37536785648844	-0.643899241097627	-0.537460922990978	-0.115111512259175	0.353269042921112	-0.594440266152748	0.769707260611934	-0.0643508217863441	-0.582478133485005	-0.300736361496572	1.45207032765677	-0.134363065219926	-1.16428894566512	-0.658312966186452	-0.443397195560717	-0.528143315696566	-1.00412891724754	-1.22209576131481	-1.28184909228167	-1.47140902473393	0.0162785076713666	-0.875583409336702	-1.12034354574154	-0.813595294942151	-1.83229190270687	-0.876271568780179	-0.385951857721155	1.87275687053722	0.589852508054755	-0.29878229279274	0.989778806477661	0.0925225851298793	-0.635772166926375	0.0974012090480277	-0.252885429824486	-1.22751813260343	-0.180907549543515	-0.226827272858755	-0.588457204759347	-0.451132536822898	1.05642581205291	1.70271475018595	0.484935577224525	-1.02574551843752	-0.313005573512025	0.19411764266606	-1.0717479700133	0.694856849853077	0.832565530560892	0.594869124528683	2.11578941462763	1.30166030657677	1.31899241573168	0.595352680991831	2.18475969616152	0.937097671522059	0.629315884578061	1.30813866442998	2.42920190910001
LOC101928635	-0.820648948782326	-0.796460248951857	-0.506188679908874	-0.707793839393192	-0.817629751468671	0.250715325399341	-0.60020488799271	-0.80930905968746	-0.546018871472599	-0.253779931715893	-0.560619267343008	-0.715497726661723	0.667528179213372	-0.659822374880323	-0.42216411864693	-0.855712118696433	-0.346425181980818	-0.35151915178587	-0.682874540273202	-0.658925431467491	-0.329366100635472	-0.484454549895152	-0.148839425063769	0.788263787527341	-0.442128997615167	-0.66077437425118	-0.564625665681301	-0.640202939595484	-2.38435842410261	-0.707195997087824	1.48965513797236	-0.728828006414987	-0.661529914214043	-0.490293535012569	0.166950182164782	-0.19657000393279	-0.337797889143272	0.27667408174477	-0.362391044558431	-0.572503567748552	-0.153239981475467	-0.13334697094353	0.40609396397412	-0.479865944991507	0.193775499953567	0.023482126893748	0.243440380498624	-0.745902025885823	-0.210577500264105	-0.307400539753758	-0.829153118001368	-0.752038375444828	0.845808035989507	1.45738508104306	1.89693901720396	1.12837849077318	1.31052333349564	2.24861260683225	2.15140312920915	2.12953153547836	2.35523446466191	2.27048596219643	2.13409870059688
RUNX1T1	-1.25578920807651	0.171779905626259	-1.41315364225065	-0.50043895359478	0.421017993496103	-0.699499887364028	0.580985528836738	0.864963462243928	-1.04915034729631	0.195991624915962	-1.29793369646724	-1.08418431151648	-1.49583618203828	-0.260660813103302	1.24312666891048	-1.21065892102029	-0.910564613058466	0.45750075443354	-1.35927841618728	-0.4206274810899	-0.315214795447711	0.474550253603685	-0.479279158844115	0.942894941618217	-0.129118268156289	-0.64640693323323	-1.55445064025986	-1.40288120510786	-0.449080797582521	-1.44086108463606	-1.07769796900425	0.574765425271327	0.959781911072682	-0.766852690520623	-0.889634963577553	0.443399743223344	0.288546565908778	0.807547559057203	-0.751759936780648	0.325213718832624	0.0527074060691789	0.263815334744628	-0.929943812033477	-0.458158572851159	-0.564443109492203	1.00409860176926	-0.556291505532193	-0.767675749574047	0.535002953954258	-1.03517319142894	0.801314555746616	0.256244946110465	0.443785157509403	1.26211957565192	1.18310241960323	0.774637685232791	0.943043924856335	1.81204849783991	1.96851221581963	1.62172616766466	1.81139198026079	2.06195552823472	1.62512784900759
