GSM1314222	GSM1314223	GSM1314224	GSM1314225	GSM1314226	GSM1314227	GSM1314228	GSM1314229	GSM1314230	GSM1314231	GSM1314232	GSM1314233	GSM1314234	GSM1314235	GSM1314236	GSM1314237	GSM1314238	GSM1314239	GSM1314240	GSM1314241	GSM1314242	GSM1314243
Lable	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALDH1A1	1.60442671142827	1.03508076454884	0.688857228131083	1.14004317144528	1.51421619081155	2.09154294533837	-0.856916961596469	-0.905191371539096	-1.11862333293535	-0.697802019053883	-0.841626658539515	-0.612804393451837	-0.724186851065871	-0.182445413538392	0.16312783283174	-0.473437384136338	-0.3376290431287	1.12660748667244	-0.944746083787338	-0.00985844216012314	-0.632965250239147	-1.0256691260355
ALDH1A2	1.13078890698067	1.20010363719288	0.801173305289999	1.03149926960629	1.87481497056305	1.83007211004752	-0.780971265033056	-0.674809007792758	-0.482034736022446	-0.974013898257771	-0.196872719543012	-0.717276114112348	-0.503134119439204	0.103139441134017	-0.863252084227111	-0.922744210370192	1.60261359858108	-0.614014815086114	-0.576691263644216	-0.782155156628309	-0.911789446460903	-0.574446402778072
CENPF	-1.3968239924769	-1.37742635122359	-1.15019827560092	-1.50030933649849	-1.25635160390639	-1.39803530904505	0.164151035514349	0.749877070154239	0.816586790506031	-0.807986264978978	0.0650423729785236	-0.206378608666681	1.14323450226783	1.28999284708122	0.677841614172779	1.38182568716132	-0.0242680239216079	0.416210903306361	0.647304851293871	1.29218945795302	0.669407309424079	-0.195886675495021
CRABP2	-1.62834423502783	-1.54290710623569	-1.45756954341961	-1.62711761484741	-1.43698104061573	-1.22211984059342	0.158111951858413	0.180105363229028	0.850476148477793	0.753628214753325	0.273506932227991	0.617269264475618	0.148299050263441	1.01151731379293	0.305470983815315	1.18878251007195	0.826820795980846	1.3173111948169	0.37793348528169	0.787706672259372	-0.155407432792903	0.273506932227991
HBB	0.723436545734021	0.287952128805024	1.69845948088065	1.50242797811272	2.08877489143966	2.13041502071276	-0.706246060959054	-0.640758674556994	-0.577070676722703	-0.746098828757918	-0.492893700895967	-0.587221026605634	-0.723318266399694	-0.843386138759111	-0.712998311935403	-0.340466610617593	0.515698118309645	-0.722752087367912	0.101945449790362	-0.706572105499592	-0.510463792911549	-0.738863331795732
KRT7	-2.55313152195701	-1.2233976216814	-1.51126288513413	-0.769448813791304	-0.318206188979802	-0.081775806412711	0.272119050450797	1.15680110478141	-0.816709119953601	0.589769182170159	0.233863008643872	1.04421236610647	-0.235457458236561	1.55550287113835	1.43629759481319	0.627272374271243	0.494920071921509	-0.175134101849033	-0.454863650642435	0.294853743072691	0.862553754631473	-0.428777953363157
LAMA2	0.430504266364397	2.33251922972937	1.3271615192223	1.14506022234133	0.413296601298728	2.46515023056011	-0.76808267671563	-0.723755965205469	-0.746141807834672	-0.618320314862729	-0.581182083478653	-0.63400390030737	-0.57954514219426	-0.857033230276431	-0.817149636731813	-0.344370010354876	-0.839336571308679	-0.013239358655619	-0.230890884611629	-0.259358531169638	0.485126936324276	-0.586408892133039
LOC101928635	1.13078890698067	1.20010363719288	0.801173305289999	1.03149926960629	1.87481497056305	1.83007211004752	-0.780971265033056	-0.674809007792758	-0.482034736022446	-0.974013898257771	-0.196872719543012	-0.717276114112348	-0.503134119439204	0.103139441134017	-0.863252084227111	-0.922744210370192	1.60261359858108	-0.614014815086114	-0.576691263644216	-0.782155156628309	-0.911789446460903	-0.574446402778072
RUNX1T1	1.4542351486675	1.28462019923932	0.896833265535596	1.07175581944557	2.03835511022004	1.86446614991036	-0.680146745397704	-0.656760400488942	-0.977678555684328	-0.675580555670095	-0.496140566023936	0.453845188788926	0.197639311919334	-0.487973828672988	-0.790602983284924	-0.62231402494681	-0.767069822110658	-1.1692913268434	-0.237215001895512	-0.925002912416729	0.0780664901042724	-0.854039960394893
SESN1	2.44655543359129	0.717837170543836	0.020517828298869	0.188283244457039	1.35217101523057	2.2002240596218	-1.04613577811763	-0.419029262544629	-1.1785549086933	-1.05390276105862	-0.516912261981683	-0.899773433306288	-0.571902500612938	0.307827851719726	0.628224847500306	0.521387815220938	-0.457452048307494	0.0924193122092794	-0.315604054291564	-0.340816277824786	-0.732702625618843	-0.942662666035881
TSPAN8	0.635900519800532	1.78385000155708	1.05807845260153	0.729875338385793	1.08575910889932	2.40378999494377	-1.01777894064003	-0.737151862274064	-0.537699636845189	-0.904754542412705	-0.808881007571655	-0.734281574363212	-0.454593463749462	-0.454683717620674	-1.02065664112984	-1.00479253366484	1.04945402261697	0.439996930096822	-0.983143709438778	-0.360316375688192	-0.247628140558044	0.0796577770548703
VGLL1	-1.06182003435728	-0.992136322123953	-0.241234224682727	-0.944563614174116	-1.0614989145278	-0.96520579257089	0.995388980417916	0.929650688474885	-0.615044351620238	0.0296132807445879	0.426693182090343	1.81057436308855	-0.550487585337277	0.107196846299903	0.416941363170712	-0.959660392457401	1.47037845541499	-0.628914027704962	-0.179146769504461	0.210836361787058	2.40407571350428	-0.601637205932111
