GSM3395860	GSM3395861	GSM3395862	GSM3395863	GSM3395864	GSM3395865	GSM3395866	GSM3395867	GSM3395868	GSM3395869	GSM3395870	GSM3395871	GSM3395872	GSM3395873
Lable	1	1	1	1	0	0	0	0	0	0	0	0	0	0
ALDH1A1	2.10557051588687	-0.600843011516822	0.978470942307947	0.624413921953543	-1.78250434364925	-0.318926314710005	-0.626217972333331	-0.467608460908303	-0.683487038779742	-0.305469157112471	-0.126639735501077	0.921740565463705	1.00755152563145	-0.72605143673251
ALDH1A2	2.3843747287443	1.11826642077921	0.975763178185606	0.279157695977443	-0.868941513871068	0.244878184764214	0.0805838914742042	-0.754093081018706	0.304330769997072	-1.09938056121566	-0.589545765742058	-1.08991291282152	-0.0916768637993175	-0.893804171453727
CENPF	-1.12126476058851	-0.828427518902044	-1.58015793077661	-0.363337517890119	1.17218282364006	0.593769684165758	-0.693205059076485	0.332583896499922	1.38427665272252	1.72069437483712	0.661651965829165	-0.679489906987881	-0.576922058757412	-0.0223546447154678
CRABP2	-1.05347841984325	-0.352425558903697	0.234796589718239	0.479802351536361	2.96858779010805	-0.0205517056645081	-0.23004387844227	-0.578746209326659	-0.135256789107944	-1.35939269414889	0.169397539540636	0.445595603832466	-0.395652263334378	-0.172632355964163
HBB	0.759009189676456	2.14397498931033	-0.0335407034088233	1.35887447997207	-1.25861765331415	-1.01013937199476	-0.479648548579205	-1.39628570201158	-0.444268952733318	-0.403415248864349	0.662982599828021	0.184106619248052	-0.464852565930731	0.381820868801993
KRT7	1.39826742004659	-0.680578814968536	-0.755966721501	-0.861747786096048	1.25496161466553	0.311859589328393	-1.15657739018979	0.154614214078166	2.16953905374226	0.406621182718658	-0.539136056717625	-0.573795801065249	-0.793588353653055	-0.334472150388282
LAMA2	1.09078559890042	-1.28725330851126	1.87276775885253	0.0585614487049252	-1.20997787547085	0.485927713529353	-0.686332510950279	-0.348219845244838	-0.0781115621228269	-1.05000756776729	-0.668058645121977	0.408090809856854	1.60921590675013	-0.197387921404884
LOC101928635	2.3843747287443	1.11826642077921	0.975763178185606	0.279157695977443	-0.868941513871068	0.244878184764214	0.0805838914742042	-0.754093081018706	0.304330769997072	-1.09938056121566	-0.589545765742058	-1.08991291282152	-0.0916768637993175	-0.893804171453727
RUNX1T1	0.822885299759098	-2.05172951201576	-0.185340739509103	0.418295824845186	0.0663641802874741	1.06411532027885	0.994025045025092	1.18035803925932	-0.911296512553267	-0.35508181387555	-1.34588956604052	-0.60136807796517	1.10312033407467	-0.198457821570314
SESN1	0.491631609178083	-1.26735150972659	-0.471690464746102	-0.0246826387587528	-1.12395977610191	-0.0231845854361648	-1.4674596538576	-0.232867041818566	2.25570174168637	-0.0740819310315578	-0.384532552107906	0.977109532122138	1.09472394057495	0.250643330023616
TSPAN8	1.33344865063487	0.629352591813287	-0.498313371921386	0.619818188230967	-0.397306465604648	-0.769175797560972	-0.745847572629873	0.497025657486601	-1.26484402195756	-0.687902095466985	-0.277905602414799	1.76575604421103	1.19246166603844	-1.39656787085897
VGLL1	-1.37955396369421	1.3415670765074	0.67709536153015	0.079797183796086	0.179017292985462	-1.32851513410503	0.524285111898525	-1.75327227060002	-0.483224060831328	1.60843631620954	-0.168574327653349	0.433310516756051	0.688560038048579	-0.418929140847862
VWA3B	0.395446359501784	1.5204728151899	-0.42929519786219	1.54053343969146	1.76484650258603	-0.83962408017575	-0.952555976882261	-1.42563229834876	-0.0972263138651012	0.266178375151618	-0.685661587502332	0.0843605059628813	-0.622642874357255	-0.519199669090026
WDR17	1.53868046648157	1.46023850383133	1.23058829207745	-0.425313415705283	-0.663167048154514	-0.878063434408501	-0.845118815158259	-1.01284584036558	-0.655797692765566	0.774037940454918	-1.03667656967527	-0.5414879154195	1.19847382828854	-0.14354829948133
