"p","outcome"
2.22044604925031e-16,0
9.23920747251905e-11,0
0.999999989519477,1
0.999999999955712,1
0.999999999999371,1
1,1
0.999999999999428,1
8.23116005236772e-09,0
5.75175849009007e-12,0
6.98897714031012e-10,0
2.22044604925031e-16,0
6.21079293113449e-10,0
2.22044604925031e-16,0
2.22044604925031e-16,0
