"p","outcome"
2.22044604925031e-16,0
2.22044604925031e-16,0
1,1
0.999876268835897,1
1,1
1,1
1,1
2.22832010022476e-05,0
2.22044604925031e-16,0
0.893963092235913,0
2.22044604925031e-16,0
2.22044604925031e-16,0
0.999999999394363,0
0.133380821490674,0
