"p","outcome"
6.34188943137441e-09,0
1.80635609361859e-10,0
0.999999999980237,1
1,1
1,1
1,1
8.78482686957219e-10,1
3.23076105883328e-10,0
2.22044604925031e-16,0
2.22564049895086e-10,0
2.22044604925031e-16,0
2.22044604925031e-16,0
2.22044604925031e-16,0
2.22044604925031e-16,0
