"p","outcome"
0.0202285740335755,1
0.999999999864713,1
0.999980960419645,1
4.01189050854746e-06,1
0.786266870610838,1
0.236068694164436,1
0.566232621457739,1
0.24143866121604,1
0.995676792846905,1
0.99998005063115,1
0.999999992019315,1
0.999999648940482,1
0.999966890987235,1
0.37424345402061,1
0.0491317727348814,1
0.999999267871711,1
0.993234962120264,1
0.968419627273909,1
0.034982896690034,1
0.993208221108322,1
0.340951004800528,1
0.998376744771279,1
0.999459184592974,1
0.999957008378178,1
0.998963440342162,1
0.0821509606929392,1
0.638120199288457,1
0.455430532988529,1
0.756184494607453,1
0.72847550219437,0
0.0137837590402606,0
0.996862397523538,0
1.43538762124502e-06,0
0.0489748004792879,0
5.47452193274075e-09,0
1.04811193744349e-08,0
0.00219244239786826,0
0.572860896882054,0
7.14330966402208e-09,0
2.45523488423424e-08,0
0.391439221495475,0
0.0122895917127369,0
0.833635254941807,0
0.000637969057029589,0
0.00228299855780913,0
0.0125014429062688,0
9.65986842657738e-07,0
1.71909533000387e-05,0
0.79102252113201,0
7.74993743367894e-05,0
2.76603689886542e-09,0
3.37836628418005e-05,0
0.00661545948616465,0
0.000412462809767313,0
0.00557337853480775,0
0.99321428078819,0
2.11133020349283e-09,0
0.00200228097420433,0
8.59427775615193e-05,0
0.181858042731719,0
1.79327076114894e-07,0
4.23755005464725e-05,0
0.00182648739050659,0
6.70841711521363e-07,0
1.11294664971525e-10,0
2.14720830994737e-08,0
0.99375896436545,0
4.47444970568765e-06,0
0.291229707455554,0
0.0031161071014609,0
0.0864712965125823,0
2.94975076828905e-07,0
0.0053337475505806,0
0.000140551258321518,0
1.29327430258382e-05,0
0.422287373049789,0
6.01760994343626e-08,0
7.13358757636336e-05,0
0.000110261760196205,0
0.113092756114208,0
0.00936697432200266,0
0.64396663198597,0
0.99943253364261,0
0.0232335241237203,0
0.000257521678787571,0
0.000187600902409951,0
0.00067762971270397,0
9.03844440763998e-08,0
6.00217990781947e-09,0
1.47442827738391e-08,0
0.147119082023156,0
0.0060271253827998,0
7.62061837332451e-05,0
0.00956895392173026,0
0.00958611727468396,0
0.641201940105986,0
4.00234730489787e-06,0
