"p","outcome"
0.974248268375949,1
0.264097250572496,1
0.105705192578545,1
0.761003010814978,1
0.0614259828313414,1
0.849076487775715,1
0.492900801848779,1
0.227353650791798,1
0.57296469340361,1
0.707551059812569,1
0.12868536809825,1
0.992978516494133,1
0.782088548645672,1
0.0105994394717238,1
0.0450300914558626,1
0.338564076611929,1
0.0386356667009055,1
0.0188722457181926,1
0.209729580265991,1
0.0196966354357537,1
0.880139156996176,1
0.205466687877468,1
0.773079646654536,1
0.887469319789077,1
0.851677262327275,1
0.982951257260562,1
0.267496097895993,1
0.986272032364497,1
0.0159151016051596,1
0.561145753027292,0
0.339000141399843,0
0.109352204121233,0
0.00480042270207498,0
0.128105746248976,0
0.158460310472939,0
0.0638943300558748,0
0.36313824172803,0
0.773437162040089,0
0.000647115609708026,0
0.116373817975046,0
0.929451973103386,0
0.0777315621990985,0
0.243831611637335,0
0.238082356712969,0
0.931505022939228,0
0.0320423188374838,0
0.956994320510582,0
0.137812320658182,0
0.571193178335012,0
0.478133951418706,0
0.0276775553618257,0
0.015627641174663,0
0.375295171114459,0
0.144344945678766,0
0.0517605395768431,0
0.645887440483183,0
0.23046121102174,0
0.372746408579287,0
0.0512747393749555,0
0.902391426085049,0
0.0309091171083439,0
0.796250820212993,0
0.000439403573156507,0
0.356896372460025,0
0.0688474246308094,0
0.0558275325585665,0
0.825791229505217,0
0.438432631810581,0
0.716287824504616,0
0.495274304799038,0
0.999005940483948,0
0.0418474519941467,0
0.400096224194232,0
0.995004770492429,0
0.663801631379686,0
0.402052241549541,0
0.00232322141566576,0
0.0572335101761875,0
0.0848574135701292,0
0.372426863355567,0
0.498692912995955,0
0.351685547701906,0
0.938222797397999,0
0.215654815524317,0
0.0274629813676195,0
0.905396174283819,0
0.0410999288504483,0
0.570318162665787,0
0.00518873432586414,0
0.125192766289228,0
0.739556461893112,0
0.14115264393242,0
0.00139737382923411,0
0.00408239582136925,0
0.138391284114643,0
0.0316730528658839,0
0.0068410165407789,0
