"p","outcome"
0.0449404057944763,1
0.991899760145507,1
0.00385889346027849,1
0.526625028453509,1
0.970095259650411,1
0.369496531770414,1
0.936625474896411,1
0.000953535598534751,1
0.985094486080344,1
0.861998909841224,1
0.991151558823384,1
0.988053812565323,1
0.129173600227445,1
0.0766381088742413,1
0.75851277512057,1
0.12112795417705,1
0.841733176482425,1
0.00251519514065621,1
0.862982486491995,1
0.401267321663689,1
0.990704183623654,1
0.956864755400264,1
0.922421117663738,1
0.964727883281782,1
0.954559733454685,1
0.146964791797466,1
0.0102812589324864,1
0.785652717475869,1
0.0781490644745428,1
0.476350359339559,0
0.14703320063016,0
0.278319421166671,0
0.00572411981545577,0
0.00817569626435834,0
0.117360767243254,0
0.561874792790993,0
0.273219782128896,0
0.952929883013868,0
0.000849139242762459,0
0.101870743890615,0
0.995224647459819,0
0.958792084247255,0
0.0125079981000121,0
0.830361657123292,0
0.923141953358207,0
0.332634339474547,0
0.457094889910146,0
0.195324750257072,0
0.911315131007262,0
0.277280240883733,0
0.491191145423061,0
0.00252403372416468,0
0.0935431292194825,0
0.0286757976095807,0
0.0650045172954755,0
0.216025639284919,0
1.39299230898592e-06,0
0.0196317061363987,0
0.00440389758797919,0
0.0658794145106739,0
0.00160687953272467,0
0.00516261798745081,0
0.00318588193909502,0
0.985556740512734,0
0.000836452060934855,0
0.03346417343591,0
0.076623197784293,0
0.00159815309293492,0
0.969378941126326,0
0.0122636579221008,0
0.548304691688466,0
0.0117041529928093,0
0.00156938575720998,0
0.712215005792796,0
0.0439682141788464,0
0.015877073099442,0
0.0214775883777206,0
0.0112086319192814,0
0.0427953939883016,0
0.0858188755533008,0
0.141391938490671,0
0.00042049684915694,0
0.0494668658990521,0
0.0229305861759155,0
0.00678539876504674,0
0.0259429029402439,0
0.0116200753450632,0
0.0100356860864494,0
0.0314589438076422,0
0.294793272114606,0
0.047837890758777,0
0.464616747891799,0
3.64115245608614e-06,0
0.0239751557051876,0
0.863535460291063,0
0.510065522985964,0
0.00092185374894676,0
