"p","outcome"
0.00275819099365152,1
0.999998485485445,1
0.972224062031016,1
0.0748889784033283,1
0.996027902192708,1
0.0785952792354729,1
0.307558886394502,1
0.0116828456686816,1
0.873274572646071,1
0.873663845862188,1
0.999574794660145,1
0.714047964554335,1
0.949664335388238,1
0.183681542284097,1
0.953312826500815,1
0.695531406650525,1
0.821961384726922,1
0.0952581577822685,1
0.017763098829773,1
0.961660142766286,1
0.306127222639133,1
0.970748663121411,1
0.793321307987902,1
0.996724813216997,1
0.842803356045517,1
0.0547580165679054,1
0.000559903885384392,1
0.635361424248483,1
0.966318628222917,1
0.0873827375336443,0
0.00820485444999118,0
0.956546459149926,0
0.000294241233267611,0
0.0258081463783805,0
5.74879467642327e-05,0
0.000990929603746573,0
0.0189174951843329,0
0.391810256123497,0
5.54751087022391e-06,0
0.00390474273410996,0
0.985145306412695,0
0.00969132761051077,0
0.458452747512721,0
0.00127757518488337,0
0.0135876969795444,0
0.418056676003035,0
0.0584408491200783,0
0.0296333431079822,0
0.000114310854542685,0
0.884214959743062,0
0.105678136857557,0
0.0125949951084013,0
0.0604920399824752,0
0.00698827266054225,0
0.145653665488284,0
0.952005097521278,0
1.0708711246318e-06,0
0.00759405137698918,0
0.000262980406730779,0
0.961502962895183,0
6.95473640341798e-05,0
0.000122262726293477,0
0.046403798229617,0
0.673815323277496,0
0.00165296210402206,0
3.03873257508496e-05,0
0.547061208007662,0
2.36823532952887e-05,0
0.997072104797331,0
0.0362694655996877,0
0.29999567343195,0
0.000169996866449345,0
0.000220613436140347,0
0.792091492302637,0
0.0321755133228006,0
0.000392865563283652,0
8.90986880339632e-05,0
0.0013563048781746,0
0.0137510703543781,0
0.944949214718692,0
0.0553850939421067,0
0.00969267049774653,0
0.563121299125268,0
0.0330665507336502,0
0.00957233619811496,0
0.00167537746198393,0
0.00098002787440728,0
4.22646900634452e-05,0
0.000343183173570012,0
0.00976973334259124,0
0.779238646799602,0
0.427829327679675,0
1.99557193068087e-06,0
0.00015047979988922,0
0.252497833594151,0
0.985184890790798,0
0.000239119841522071,0
