GSM1701025	GSM1701026	GSM1701027	GSM1701028	GSM1701029	GSM1701030	GSM1701031	GSM1701032	GSM1701033	GSM1701034	GSM1701035	GSM1701036	GSM1701037	GSM1701038	GSM1701039	GSM1701040	GSM1701041	GSM1701042	GSM1701043	GSM1701044
DNA2	0.801812367644836	0.540820001535791	0.794891572381936	1.34474110873173	0.454443888282255	1.30453549426245	0.453287236035278	0.747507066693824	1.30778559148536	0.30211947873211	-1.13741549506049	-0.233219329428342	-0.829038623263332	0.993128384760406	-0.975799631096615	-1.26575609892746	-1.32415269873555	-1.20361232820355	-0.708546048278733	-1.3675319375519
DNAAF1	-1.2206249197305	-0.0971543558332549	-1.33379014794579	-0.925500102427778	-0.639945969181245	-0.590946905575753	-0.527840207580226	-1.03347445115496	-1.34855678070834	-1.10652695535719	0.994699493838103	0.762544505638153	0.750312482000655	0.279103299562364	1.27547842349304	1.43997962492712	0.925940617493711	1.57426321637234	0.666898495695216	0.155140636474354
DNAH11	-1.32571867666012	-0.651127368238141	-1.0429440158392	-0.988185616541718	-0.764946543277636	-0.724810409869362	-0.436870959307586	-0.596930991088822	-0.959638767429991	-0.745750579906851	0.884966373017266	1.25318778043263	0.597395143862906	0.412673967821878	1.39655187839869	1.71032496770176	0.646262000641739	1.76361048136958	0.134938126260322	-0.562986791347348
DNAH6	-0.415765702079574	-0.520243472983235	-1.1474273555008	-1.27239325568348	-1.29935454289552	-0.753805920398414	-0.432157318685577	-0.743213986136539	-0.940776102072049	-0.25196642021266	0.909895854842247	0.784278742726498	0.803720480181428	-0.677141021542358	1.09602558350824	1.9374303624373	1.41342182695724	1.43997680245036	0.259006744778002	-0.189511299691111
DNAH7	-1.19471332532223	-0.0324945289180645	-0.797646781741929	-0.93638954864611	-1.04177921287343	-1.01732944596906	-0.741701861540094	-0.897759022803269	-0.521966264282211	-0.874653754880002	1.05019238878116	0.868902051758485	0.920956394200045	-0.480742019932519	0.979410340059527	1.60224155310037	1.3187163604832	1.74840023761291	0.401032286244248	-0.352675845331025
DNAH9	-0.871409966282032	-0.281501043201547	-0.931136352076689	-0.996855351830676	-0.648033283410015	-1.21443917454201	-0.817680189522678	-1.00478957271283	-0.966005375168044	-0.837168170118419	0.811016402799903	1.00115005850153	1.17453635572481	-0.289167593993516	1.03172437492203	1.54142815277084	1.23006791174794	1.51923550574146	0.802774561067837	-0.253747250417902
DNAI1	-0.942780819252742	-0.339149935764852	-0.792034571026154	-0.955502556956945	-1.02090474521776	-0.989746291538792	-0.715831016165169	-1.02095664713949	-0.908000764813012	-0.822402962118779	1.01320653684907	0.645544857069499	0.9564489019965	-0.0413886107960909	1.43527873124294	1.74299945830379	1.25287807764084	1.45982257334134	0.35203948968265	-0.309519705336841
DNAI2	-0.706841919452724	-0.956682339558519	-0.871532823841181	-0.72257309843812	-0.880537165576857	-0.958901539929635	-0.712085645781189	-0.987281067828237	-1.14790526020657	-0.942601895824544	1.06356617168552	0.953648339182508	1.14525752459138	-0.258421328207443	1.11905346897776	1.52720049289698	1.16387475726138	1.3688064329113	0.829526166701489	-0.0255692695632908
DNAJB14	-1.0721742793264	0.623713339789176	-0.932067817926328	0.0964349992733496	-1.60466715082915	-1.3290486526283	-1.33067408300801	-0.995252900605745	-0.349534240051743	-0.664163067365596	0.511737159064521	1.26778777886081	0.871351886135854	-0.676264537475795	1.19897476093605	0.564060984409009	1.28856134284657	0.470490688735504	1.21880876978902	0.841925019377202
DNAJC11	1.97080408194626	2.01304729939555	0.185349538810836	0.672270480504217	1.07228745377029	-0.00860451078315803	1.05377423648453	0.340410987600608	0.670319488533666	0.0175430229091009	-0.794642210570051	-0.775174703733478	-0.801491888901436	-0.0762954495874456	-1.13551443812022	-1.4086957268661	-1.25855417087162	-0.563004326936202	-0.646875775235376	-0.526953388349958
DNMT3A	0.988511685379317	0.697424969807962	0.888716131356657	2.16127791785197	1.04284946460185	-0.349417511191695	1.36885907940978	0.617283143152445	0.720149592076222	0.146949998255661	-1.43746969571161	-1.0322480529821	-0.859092231877223	-0.975402376256997	-0.746868083768655	-0.798390875998492	-0.269966635888929	-0.267757297612848	-0.709539650192865	-1.18586957041044
DPP3	0.96070501401428	2.18652204260615	1.14978158545845	0.618540329983683	1.1098487796472	0.468210294590305	0.50980387806618	0.522749046827122	0.495361043732668	-0.200653081468986	-0.0484250144588833	0.105226576263762	-0.211611248381168	-1.13098514110407	-0.736313191801435	-1.15302010190448	-1.78426389818541	-1.28938181086853	-0.661548540148899	-0.910546562867935
DPYD	-1.08518558004946	-1.14345722143416	-0.92498594693473	-0.426527831881393	-1.14775454012035	-0.835623755793754	-1.2143828135348	-0.649688693131696	0.763785369129098	-1.32406801643169	0.963255883776061	0.946591102286343	0.846743453551069	-0.697646769669549	0.562212473955663	1.14328488793608	0.917532412955026	0.856395892446198	1.19098292159958	1.25853677134645
DRC3	-0.490945116731726	-0.552787599719124	-1.15070601119184	-1.30018031524389	-1.51227602825362	-0.774288711349594	-0.54367893480135	-0.922353530312568	-1.08285467071941	-0.209784634357093	0.864492047879401	0.67955276750701	0.954211602497054	-0.114829849408573	1.32021672865493	1.70521811061863	0.898240207775445	1.53429419889517	0.371532586198	0.326927152063143
DTHD1	-1.02238926612588	-0.566065651241904	-0.919786057260893	-0.740195216805911	-0.795878803929565	-0.639226445214793	-0.928330219009826	-0.823641693622998	-0.830083630878295	-0.837145527099544	0.423591754078445	1.16577844816271	0.671766964139473	-0.0297673297501664	1.38538482187457	1.0647082287408	1.97367515664725	1.70124827903631	0.32206501941797	-0.575708831157751
DTL	0.685762512153723	1.38487082086024	0.829816453516117	1.40107032024735	1.06063029389706	0.694879695513047	0.700220458419245	0.413878571666875	1.59177955313014	0.00399029539788066	-1.43683021101059	0.0245833972215539	-0.680207874302768	-0.745629164547351	-0.982101524895272	-1.06294014330043	-1.05243582815654	-1.02858571645987	-1.20832010932031	-0.594431800030099
DUSP1	0.840492111970402	-0.0917428881626187	-1.01408644134655	-0.685466828835999	-1.9325739110452	-1.77217100050269	-0.674367180033543	-0.911586886916956	-0.79295162736151	-0.747113352373139	1.09302888253696	0.113877259032419	1.10776442850563	0.696749966237681	0.0688237506684318	0.797188802552885	1.17342511801355	0.859518468259454	0.858558681740421	1.01263264706037
DZIP3	-1.51712554253784	-0.736250317046617	-1.06475295341382	-0.26432190597565	0.0330180357063017	-1.40388467142198	-1.37183563372762	-0.69921384130895	0.541406096112185	-1.13593473840707	1.06704267285402	0.806345276683463	0.922906416849304	-0.521079999883507	1.26838322528773	1.30098798597987	0.822172830417509	1.36119600038418	0.529531913577488	0.0614091498710169
E2F1	0.535186607413983	1.1044499279343	-0.0112392880565417	0.596574163383064	2.11274576068184	0.215009740583192	0.388128222768414	0.123398742614579	1.64460467693806	0.994095169970585	-0.911897859642631	-0.586704075638431	-0.957067534054614	0.657961719352144	-0.599716704556963	-1.03554396414562	-1.42330985400707	-0.902874376671013	-1.17455437749218	-0.769246697375094
EFCAB1	-1.25962389751083	-0.607116730414341	-0.924260069742273	-0.739708885013718	-0.967488558270268	-0.67349398551536	-0.470130499988094	-0.998037597958152	-1.00104903252365	-0.971715041216972	0.187535385451023	1.34504703598729	1.2054055058659	0.136786166425548	0.836743067719229	1.47165298239821	1.66132098724936	1.38464609120417	0.472432807179384	-0.0889457313264656
EFCAB6	-1.1134596382157	-0.617359382360781	-0.637969288020257	-1.18151271447432	-0.616778045948177	-0.810528293273094	-0.618626083807192	-0.719081015905159	-0.648347672817903	-0.746348753321615	0.991339215919579	0.504369001407875	0.210102628678401	-0.48726241255067	1.62504486030318	1.76350695512413	1.23786869017828	1.46636449698493	1.1021419361619	-0.703464484063419
EFHC1	-0.143220228508912	-0.228513486934901	-0.884398289411587	-1.51243565647539	-1.54855634097347	-1.23971755766246	-0.848306787449962	-0.441276064599529	-0.374287552165396	-0.863926740087892	0.85650051412332	1.06055940029002	0.926027907229101	-0.098454217585819	1.13278617801796	1.41016618702969	1.17728954611295	1.53200327673237	0.484131348948182	-0.396371436628271
EFHC2	-1.21072249313924	-0.889839037464665	-0.760292937655209	-0.436310426575707	-1.11006740714074	-0.303592680874364	-0.702611419938326	-0.803154828264579	-0.291313720810527	-1.54951904744265	0.875371753413101	1.09371835431177	0.889147194285079	-0.750046511226314	1.16376817423029	1.56485853411448	1.14060064112212	1.47362345977023	0.656561690174594	-0.05017929088934
EFNA4	1.88124611214955	1.00156668982359	0.680467229141907	1.22518952851261	0.937340159286161	0.55453676048093	0.631384551089082	0.781238157675045	0.862093882940765	0.505412592421298	-1.4384108224951	-0.869026863078236	-1.07495006486334	-1.41149210607863	-0.51468560894269	-0.780146970496019	-0.879150424739174	-0.756439580606429	-0.339050112126781	-0.997123110094545
EGR1	-0.0254052956240154	-1.46860973980757	-0.644716767940482	-0.852674799627881	-1.78969116332382	-1.44837924272745	-0.923663279098376	0.0274666063194134	-0.903375390537179	-0.313802270666144	1.20285848667428	-0.0252139906870876	0.650436785554626	0.582949186429909	0.800108985583537	0.497354575024975	0.819507306188019	1.19324541359365	1.3306980107763	1.29090658389531
EGR3	0.42950826411036	-1.76155279021712	-0.638779009959347	-1.17366484536771	-1.48593689658473	-1.27492743672614	-1.056569861217	0.235245754281554	-0.0258286792745657	-1.14897531748301	1.06569186615551	0.317707159353651	0.956120874047173	0.369242459686854	0.34321275369643	0.362742068244922	1.2607036094135	1.08039513251227	1.12714307745993	1.01852181786746
ENPP2	-0.067312161053708	-0.616827031104316	-1.11282210746969	-0.0371101802376852	-1.80068059515949	-0.797893270698335	-0.710122556798177	-0.422031294363903	-0.92297345615791	-1.48736356639824	1.06861438891759	0.605030247117038	1.06184673721247	-0.648601981183221	0.878343366229664	1.38522785635012	1.32495497548998	0.784911904920491	0.265375692889325	1.24943303149801
EP300-AS1	-1.05603003204842	-0.465946468146745	-1.14099885887943	-0.526929859898524	-0.240298121420979	-1.06200189770777	-1.33343900111469	-1.28855871616695	0.613362484076467	-1.20901399997954	0.81777307738729	0.824586615387891	0.989149144627228	-0.502089392599603	0.8087061732244	1.37809528543405	1.69976107845455	1.08884501078373	0.646054106600917	-0.0410266280138767
EPB41L3	-0.987675166416983	-0.815717239010298	-0.580177129486835	-0.70668716370743	-1.12849633277824	-0.97821542394386	-0.898634873010135	-0.940203523976515	0.111412303928635	-1.10052839850988	0.601739172928289	1.25344719205366	1.29085617365192	-0.906547592381181	0.914513592910425	1.75950602407927	1.16259346975374	1.16110720586716	0.477486577252417	0.310221130795838
EPHB3	2.2682596913191	-0.707845229645475	0.842430824388537	1.42108271185604	0.787576780338587	0.952395883081271	0.660229496544531	0.334344897218848	0.505175276329729	0.594784593061147	-0.284320982562155	-0.70578028738159	-0.779365652145265	-1.87332617594547	-0.45142528807687	-0.844094708977168	-1.27330901918764	-0.416045943955647	-0.475791606790708	-0.554975259469804
ESPL1	1.79813552045967	0.91470999914649	0.832624271505787	0.980618818300723	0.676057953342362	0.968649611845883	0.82369711989814	1.38765712902267	0.62815269710387	-0.164515818733149	-1.19635523552347	-0.490392390436205	-0.882341256203505	-0.153456385690554	-0.854067204376099	-1.07687639911857	-1.31058155199362	-0.906684802585825	-1.01091071912607	-0.964121356838532
ETS2	-0.0530053012853291	-1.05326023557636	-0.518466153101034	-0.875857770608163	-1.80830862103553	-0.795620437095136	-0.898709225998194	-1.1517187108169	-0.47647892612423	-0.785995386935545	1.51974361499254	-0.219610846586756	0.492599991948322	0.383308869312135	0.406882024825491	0.920132286787703	1.06087810192762	1.56561087332544	1.2348721415609	1.05300371048302
EXO1	1.71648339040284	1.2597780969963	0.6792677371737	0.0146334219658427	0.469087419685339	0.394810858384451	0.545566687557732	0.220359737195646	1.53480868736925	0.875081872831732	-1.14889773531599	-0.493203817368946	-0.746952375131922	0.54235980593157	-1.91577974600847	-0.708081082693603	-0.874903712741388	-0.66629444332241	-1.52854069146357	-0.16958411144809
EYA1	-0.423506229040439	-0.960408172575343	-0.469353346309306	-0.930921882773326	-0.857344159624612	-0.986866099280169	-0.528057589942702	-0.873528652025043	-0.942191993540087	-0.566559968358128	0.680849624971915	0.815791951234344	0.525920102268027	-0.517285817407124	1.28451355800135	1.78482980862538	0.619040350821146	2.01457906668493	1.12613400138927	-0.795634553120079
EZH2	1.28581946397581	1.38916584485839	1.00224381881938	0.931835499862883	0.950529520032475	0.808006885776346	0.668690702478388	0.653845451167241	0.84067260491271	0.420093120899312	-1.16856458820785	-0.2889333472262	-0.661698686743158	-1.64633605806169	-0.471737021644349	-0.833767944411918	-1.72906660361706	-0.455776706458326	-1.04860015860936	-0.646421797803027
F5	-0.873142083534767	-1.03680369040859	-0.853939959171731	-0.507354011773244	-1.03437380896122	-0.706747548774554	-0.933106708912939	-0.873406560426999	-0.831685330677526	-0.461031986085999	0.55129188847573	-0.154877943587358	1.8984765682137	0.204854709329123	1.55727382755916	1.6469976132486	1.55414418433443	0.674014676406264	0.278511523815514	-0.0990953590675918
FABP5	0.847875736671872	1.26425029205445	0.822258710811571	1.55850910777474	1.00554464752941	-0.133511176109576	0.909976645015249	0.560003525995688	1.60912696443581	0.0633117958223401	-0.565739916878012	-1.30573883378666	-0.937985919820209	-0.109203564750779	-0.662309236363913	-1.35960455190734	-1.11736286912915	-1.29163695310135	-0.685750323420245	-0.472014080843905
FABP6	-0.653122711598153	-0.627996102754586	-1.03642566409803	-1.13123094315022	-1.1338627374412	-1.04293488347304	-0.0575355266351168	-1.08607203601418	-1.15184134188767	-1.02616038879318	0.486693342552585	1.08495703675814	1.0211679644531	0.215085145088733	1.16102355718758	1.54787176656001	1.14869500626141	1.33930845685047	0.677354702018296	0.265025358115048
FADS2	1.53179313904685	1.31697359636732	0.143343345582874	0.263248039744683	0.970433508596429	0.209717772561442	1.09163814038103	0.895735600421192	0.366525173567226	1.14864137524307	-0.80559171699964	-0.52162325360931	-1.2205434474266	-0.0425089303679306	-1.32758457973901	-2.11499754217637	-1.04252960132068	-0.564967442405019	0.236647823612671	-0.534351001080207
FAM13C	-0.541036716666319	-0.835830585803181	-0.803957391993911	-1.09212184912948	-0.75440399692258	-0.729399065026582	-1.38993053493306	-0.143940776342135	-0.102959439222839	-1.20368068134983	0.325919462721646	1.78943779781304	0.970861995039813	-1.06585897436374	1.17601814609991	0.951769925409181	1.10555742206693	1.47063155085884	0.76397550906184	0.108948202682456
FAM149A	0.550610955864218	-1.63414781552293	-0.944808242859427	-1.55246676250809	-1.68500675324712	-0.444475080724546	0.26981262019699	-0.435044068211046	-0.919212888252431	-0.715532387895996	0.453994746931224	0.210876950302939	0.643632067178168	1.09134953435596	1.52568192552698	1.07169343330418	0.0969596740080969	1.34360464414611	0.952092530667576	0.120384916739149
FAM153A	0.0317521903744875	-0.50987006745677	-0.983976715665644	-2.27222476582746	-0.392210968683816	-0.302764360396177	-1.89032591288157	0.0278356426858845	-0.81102714174879	-0.492276885187837	1.19131724874846	0.510388519935676	0.869901737690151	-0.419247243569359	1.05897213888757	1.09430031665378	0.404925358800076	1.0321110450488	1.0037066896075	0.848713172985036
FAM153B	0.0317521903744875	-0.50987006745677	-0.983976715665644	-2.27222476582746	-0.392210968683816	-0.302764360396177	-1.89032591288157	0.0278356426858845	-0.81102714174879	-0.492276885187837	1.19131724874846	0.510388519935676	0.869901737690151	-0.419247243569359	1.05897213888757	1.09430031665378	0.404925358800076	1.0321110450488	1.0037066896075	0.848713172985036
FAM153C	0.0317521903744875	-0.50987006745677	-0.983976715665644	-2.27222476582746	-0.392210968683816	-0.302764360396177	-1.89032591288157	0.0278356426858845	-0.81102714174879	-0.492276885187837	1.19131724874846	0.510388519935676	0.869901737690151	-0.419247243569359	1.05897213888757	1.09430031665378	0.404925358800076	1.0321110450488	1.0037066896075	0.848713172985036
FAM162A	0.472347599048136	1.44302237896166	0.820581478552401	1.26049329618688	0.94334108341657	-0.0213634784203087	0.650560050717579	0.362807076076694	1.73517850960754	0.611816123424713	-0.810210988634084	-0.310529693088997	-0.371750866538369	-1.97017340737372	-1.17459618274183	-0.462678922204851	-1.37735286428191	-0.513853593415751	-0.994143697558924	-0.293493901733424
FAM185A	-1.40728205856366	-0.92776167329746	0.597553288458247	-1.2400111038482	-0.866501988942794	-0.980106746503566	-0.829331988119086	-0.903612479678727	-0.940234987694914	-0.265700044792958	1.29480918287236	0.190420973960468	0.648327295347115	1.12908549043902	1.13519122544464	1.53730088853429	-0.699064405981565	1.34233393896876	0.44796873182925	0.736616461568782
FAM189B	1.77082122231593	0.750381873693404	0.795819555285582	0.91360981674333	1.80912168464766	-0.759296861853894	0.663558777854722	1.06043261295834	-0.2714038734343	1.11666762625222	-1.37703233912709	-0.695192606811302	-0.535494057901159	-0.669963974626922	-0.772643200434336	-1.15500730407439	-0.81771487078239	-0.94042014037554	-0.212554494110942	-0.673689446218916
FANCA	1.59045593935581	1.80541401864195	0.158318852179574	0.646871364132519	0.541814564325527	0.259592211089863	0.530226904014589	0.751383683515263	1.4170459047508	0.286201946695462	-0.411570658534241	-1.42279645569306	-0.401770010897761	0.459067500876217	-1.19112701569343	-0.557435568086861	-0.909393298735936	-1.15044455527647	-1.46590813646435	-0.935947190195457
FANCI	1.08048748830179	1.03403858559055	1.19953582757222	1.54917788809686	1.44339256680622	0.864963446130364	0.516348702703509	0.776274098336087	0.390378371677607	0.00825183602620174	-1.66373862288631	-0.421301324815721	-0.621833622304872	-1.30876159839865	-0.920556179506508	-1.03318555815211	-0.721419616281254	-0.677457529441226	-0.660708718274452	-0.833886041180308
FBXL13	-1.11037804182099	-0.799071122222786	-1.43308932757693	-0.395238213042946	-0.828281361956987	-0.766461090313259	-0.839212339330817	-0.355118513606909	-0.539342062398341	-0.578826990510504	0.671123816885383	0.866063166330688	0.770815191241595	-0.648877771692599	0.0894688663328407	1.77318366465463	2.10927894239191	1.3980015357371	0.645420957686485	-0.0294593067875521
FGF2	-0.743175004838919	-0.651565116671468	-0.632135037269174	-0.912632872109647	-0.395642119445591	-0.708974490569047	-1.23128872753715	-1.06876287939615	-1.06172873107114	-1.06040105153248	0.92063724778983	1.65573766312681	1.73080262165867	0.125421034880313	0.0189258165005918	0.304479046507496	0.0660584401229765	1.09038873649699	1.08519291368705	1.46866250967003
FHOD3	-1.02787798764667	-0.901021405604412	-0.934915120201297	-0.23213712849547	-1.12921379711456	-0.44418372511163	-1.32926993314676	-0.170112819639035	-0.685566755507823	-0.734779727111419	0.791450787843115	0.706006018440944	0.929029717546391	-0.954723723403987	0.504042051805919	2.02503593973488	1.3947215436262	1.54105271698519	0.0633218601150969	0.589141486885322
FKBP1A	0.407548669521299	0.113841275974907	1.65436861839531	0.394488034941483	0.511759198285773	0.0687762035058132	1.63644456433233	0.273157485173737	0.648660534624652	1.79607454253007	-0.661560362592522	-0.00403781480478001	-0.25850447292443	-0.107189373197919	-2.04159486206817	-0.783185070796751	-0.890494068425506	-0.285978870891881	-1.3656972172815	-1.10687701430191
FLAD1	1.05228096125712	2.14048498474868	1.25705651575617	0.522709538356715	1.30190942773924	-0.34994044532516	0.512761372408671	0.522709538356715	0.63318901279075	-0.03993366141979	-0.705959455040621	-0.246056526582665	-0.586785126903965	0.221005948077272	-1.25638286042425	-0.286287849660741	-1.24674802253756	-1.75177019183075	-0.970940996529173	-0.723302163236662
FMO3	-0.922000197591049	-1.18341501824194	-1.09152525040133	-0.803477271319648	-0.741178983572308	-1.44720145430383	-0.339177776206267	-1.09640069671661	-0.00870515071328255	-0.550532505708019	0.302769761086755	0.371943254485479	0.812997613183782	0.411326944550981	1.4287334289309	1.47762010757704	1.5744266390746	1.11647348763942	-0.493613735844154	1.18093680408948
FOXM1	1.59180897455615	1.76619399224321	0.546022364897584	0.752363427592167	0.778887248424621	-0.12302128964737	0.178800975900885	1.4114758231355	1.42724141229163	-0.0430021997389327	-0.920723683802382	-0.508572641782286	-0.84414146198236	-0.204891584442283	-1.27066210258846	-1.16302667748834	-0.551711785161387	-0.961207410336128	-0.867880888579829	-0.993952493491984
FOXRED1	1.57609683194252	1.05391345110726	-0.0865681526150443	0.102413986467927	1.74829478402002	0.218045325037697	-0.0676761839856325	0.519473710458703	0.93469107717818	1.52029526509829	-0.652655844017168	-0.919485384411087	-1.4137367554298	0.578351077154166	-0.471386624358106	-0.80699229848141	-0.279235006240612	-1.37526583749355	-1.04848161979637	-1.13009180163599
FSCN1	2.73595174731352	0.700902532663326	0.144265104950875	1.49767505947882	0.0704791716706581	-0.116436495130881	0.937682878548274	0.697827342213405	0.448298934099693	0.475220828674908	-1.37517717759597	-0.593184202457969	-0.417786521705223	-0.719015404413358	-0.88464702579787	-0.896817324972404	-0.139975680211182	-0.50952038470225	-0.896947787597553	-1.15879559502882
G0S2	-0.0798946487240922	-0.871326406134632	-0.569708473533288	-0.372507588617299	-1.76703428802696	-0.423169480300794	-1.00327984779761	-0.924355807638107	-0.95405537279053	-0.937370065487816	1.08441285917307	0.255241867846429	0.234779818688033	2.5182007630974	0.861169366237308	1.27382773709181	0.491119125982265	0.619894749404733	0.152889345093378	0.4111663464367
GGH	0.746380489209655	1.1940805350764	-0.0465511153738119	1.65526315026591	0.693525744514119	1.07088883952286	0.84423955095018	0.569599421785942	1.60640804241007	-0.187297039361841	-0.972642297958848	0.142468936809068	-0.181842552627273	-1.28571831295955	-1.0773626814808	-1.00924401660111	-0.403714363822403	-1.51161856990318	-0.991444912441744	-0.855418848013645
GINS1	1.41926267530665	0.606418000639804	0.385945941532388	0.86619935748307	0.860672989219473	0.704426940410302	1.53131579877312	1.04378199332735	0.886154352452278	0.922826611418868	-1.24480724306893	-0.54834668264904	-1.14312807394076	-0.877898438820226	-0.617540417462497	-1.44736666069585	-0.649359083432363	-1.2177760939535	-0.792954554455515	-0.687827412084623
GINS2	0.939127223329987	1.47666677774936	0.246297884092521	1.45523099116599	1.90225808904172	-0.0248391419806134	0.422205362136759	0.614283238667351	1.26350994258908	-0.101792136284352	-0.995237113578304	-0.094881858352077	-1.02084169503517	-1.37315272901047	-0.341406458741998	-1.08079749437451	-0.944515325430579	-0.818137307981521	-0.908536623954482	-0.615441624048693
GK	-1.18408751176236	-0.962956026467	-0.851156960793103	-0.740424552871611	-0.962896767702978	-0.778587196902083	-1.00126681740753	-0.854327304668305	-0.0913336811514603	-0.856845802139261	-0.0461933176573424	1.33457292079378	0.698674531414129	-0.336931628642597	0.437884118296731	1.47740135677894	1.39789831749729	1.79404315498752	1.14565598109014	0.380877187307113
GLDC	0.821166041972689	0.686535578167852	0.920998072317469	0.942890570278663	-0.192960533021008	0.149105548294396	1.63107648445011	-0.178397262638126	2.38703955663186	0.568892796924208	-0.855435360072813	-0.63198070505151	-0.882400646564146	-0.245928060057554	-0.833901204789245	-1.55291018834084	-0.211370388084027	-1.09981946710919	-0.697210270588061	-0.725390562720718
GLE1	2.61342715813898	0.144339139779652	-0.095973872028137	0.561851986997533	0.804033916240578	0.466140259583102	1.15362071118767	1.54718495268651	-0.095973872028137	0.531370439801266	-0.468632700799857	-1.14451924866889	-0.669731524651949	-0.488264603416226	-0.60058157954745	-0.384415642566873	-0.824024717160886	-0.629690382078882	-0.882010774930887	-1.53814964653712
GMPS	1.50589987421523	0.779088464073211	0.708490018209913	0.491130675014399	1.04277547499551	0.476816538487943	0.571182073559244	0.698627086167952	1.98208504448813	-0.0167634703625299	-0.788168921221582	-0.307380268416027	-0.58029767179565	-0.331709615032598	-1.75652845682354	-0.877977828544281	-1.29104960470545	-1.23830283156418	-1.05115311038317	-0.0167634703625299
GNGT1	1.64530666799233	0.178204033405076	0.481407740262276	1.10362963107316	1.7813810508788	-0.72075872804843	1.23599372632942	0.293322778308358	0.168828485962815	1.59419454422547	-0.912944972068927	-1.01239898242582	-0.733320464195558	-0.139191939589211	-1.09114692571636	-0.943500771319523	-1.10431595109444	-0.759558686584989	-0.726116183729722	-0.339015053664716
GPI	1.0787093013922	1.58982315330848	0.643144845484731	0.629132393531842	0.575669641567043	-0.113509146762393	0.833463772403337	1.00522218477725	1.30752104146129	0.149072418381065	-0.933071867126528	-0.578258538734686	0.0630459065231193	-2.56937088029268	-0.657932493531203	-0.383879499259428	-1.05504096270594	-0.910478859838493	-0.618187582177313	-0.0550748284016931
GPR137	0.822409079429622	-0.117257863925762	0.420320361355821	0.913218902375558	1.7923933642383	0.08882042516483	2.11726671453941	0.339009592861481	-0.0635910503025272	1.36010106584236	-0.241086855189965	-0.756993584986171	-0.617209595077221	-0.935484799771231	-1.59117551947639	-0.873627184704707	-0.523584184135154	-0.336902167906801	-0.427598229721583	-1.3690284706099
GPR19	0.840706874157584	1.41034002349327	0.272638692797725	1.79242011755169	0.760817538071403	0.472498777787764	1.0932440850911	1.83588976200635	-0.306733723261283	-0.0828521395355549	-1.25879642552378	-1.04533783239431	-0.584462360446392	-0.923042422322479	-0.392153625786295	-1.18978589594914	-1.08748561069462	-0.362480009701032	-0.526558545340947	-0.718867280001044
GSTA3	-1.06419198596531	-0.600913489638661	-1.04187233890019	-0.990676694590038	-0.506274642109455	-1.08158698711829	-0.873769882936313	-1.01553618902215	-0.684226389897637	-0.569711760066307	0.43892512554863	1.09576361772687	0.779168690120979	1.1415177867188	0.632426055182381	1.57056002653172	1.69859343697048	1.50042627612761	-0.331128539668528	-0.0974921150145902
GTSE1	-0.0292410383696786	0.668069016708391	0.883591567352857	0.938448689627893	1.74677786847285	-0.400052915010285	1.36970257159152	0.737784363665596	1.66962470997978	0.659517708240842	-1.24651936376545	-0.637123371121809	-0.576803154525695	-0.591591785649634	-1.44115514774605	-0.188418904431937	-1.04227096955429	-0.704228959645378	-1.06753343119189	-0.748577454627638
HAND2-AS1	-1.5293678140902	-1.33024777689944	-1.0569621353602	-1.28545620459217	-0.563280807652937	-1.13818251670768	0.106227269875599	-1.08569608901491	-0.779112456630285	0.0601137965527362	0.895374346688982	0.649305951323407	1.36328556196597	0.427143092218749	0.97930810380531	0.171278714590261	1.04106175335476	0.772660188199443	1.40043793787787	0.902109084494735
HELLS	1.03065457335834	0.401969348685491	0.715260366574114	0.332742886186807	0.0291475691069005	1.51098085333554	0.687382597762931	0.909826371306099	1.5740029085922	0.628461760852689	-0.374654182903882	-0.573962878595446	-1.16114167041362	-1.73858269764517	-0.681740793550484	-2.06115929450786	-0.165807525570771	-0.820740547660709	-0.575634913767448	0.332995268854278
HGF	-0.702128736968453	-1.35375692514971	-0.776930235982527	-0.683881367468207	-0.859957356700763	-0.243035728888662	-0.745402659846867	-0.829844428549007	-0.569787623328169	-0.882321510783381	1.48176985175609	0.688923236462526	0.338416382338248	-0.26618668156907	0.483544960057756	-0.452650001784561	0.345410147651931	1.67395534359187	1.12147967365324	2.23238366150771
HGH1	0.902649029469353	2.27521303543146	0.835350833052993	0.321384132990981	0.547604493237198	0.916427869684244	1.37468070713991	0.214810921946655	0.216792627730458	0.955224082914781	-1.30787062214815	-0.899825431228406	-0.563480749573602	-1.1690581170103	-0.903482941903209	-0.843951968156247	-1.21950516424493	-0.563480749573602	-0.400980875301847	-0.688501114457748
HHATL	-1.02780058800313	-0.925210746066198	-0.52472362734984	-1.01448108305215	-1.24865972622098	-0.999518262555266	-0.0802500173296766	-0.558281860602967	-0.80587885477065	-0.318172454561719	0.619876539759877	0.863816230156232	1.24287846799596	-0.137926686263992	0.764216481167475	2.09253438400648	0.924384145990853	1.73991346397297	0.162132847812667	-0.768848654085958
HIPK1	-1.58291143088079	-0.778095070917379	-1.13195159380767	-1.16280186362843	-0.0786510657906846	-0.951543486386986	-0.464213971115114	-0.839271871077787	-0.09949992590462	-0.891323517970937	0.383649745431365	0.497412003879145	0.898334576678817	0.382068455074898	0.988941506913099	1.51798888623904	1.12308931747228	2.16583448056202	-0.125223591958239	0.148168417187977
