GSM1701025	GSM1701026	GSM1701027	GSM1701028	GSM1701029	GSM1701030	GSM1701031	GSM1701032	GSM1701033	GSM1701034	GSM1701035	GSM1701036	GSM1701037	GSM1701038	GSM1701039	GSM1701040	GSM1701041	GSM1701042	GSM1701043	GSM1701044
C11orf88	-1.03369070563754	-0.458324467011728	-0.902419048622477	-1.05484256435073	-0.714135497556618	-0.653870278672737	-0.848172480679808	-0.909917437632931	-0.819889543824422	-0.930607534111742	0.676020698217755	1.60147092537434	1.25601505378354	-0.316390300221125	1.077360294764	1.79132341857744	1.12349453981642	1.14256322117681	0.246114810717761	-0.272103104106197
C1orf216	1.53821604503171	0.631486217575445	0.997125687310013	0.394290721803519	1.05398786894109	-0.391391103160001	-0.148906312388206	2.32208052248245	1.06158275406911	0.0940215133493894	-0.902770993583281	0.256316975311197	-1.00240865323894	-0.939597144924252	-0.941396409377199	-1.19888109827683	-0.939099860778965	-0.46176133048305	-0.901098310549134	-0.521797089114048
C1orf35	1.70273306957285	0.384275416088543	0.923774455918936	0.344105487580689	1.19739796893942	0.0317680434610499	1.15140405079677	1.23930989434697	0.126849874239834	0.789640694642553	-1.37306145630357	-1.5699851058301	-0.813568452057292	-0.304515358040941	0.0987179243074734	-1.01512009334718	-1.87358656549754	-0.399675188680905	-0.432253130700542	-0.208211529437
C22orf15	-0.346094289063304	-0.902481124223521	-1.18073846655554	0.0965775151918762	-0.598824347130947	-1.13270966961739	-1.04322922243802	-1.31800621716583	-1.38362142363059	-0.511275848009433	0.684074396283639	0.371113016412454	1.17128044437233	-0.000872217726118119	1.08542239980144	1.57116528134632	1.52627590000217	1.3829139897094	0.345713581651904	0.183316300789147
C22orf23	-1.1289757595625	-0.500305844391818	-0.962029589605205	-0.603938780456396	-0.541896963388147	-1.11867146634462	-0.504377702195655	-1.0925367871751	-0.56052779031917	-0.980436048861322	1.08243359387326	0.783218524602369	1.11864819858575	0.560537762215833	0.804383875268432	2.17213753140483	1.46827951539924	0.835446333371984	-0.438089519131976	-0.393299083289776
C2orf50	-1.03932732663707	-0.792490035809238	-0.576046411187043	-0.582557967650311	-1.48107592705665	-1.11310575842295	-0.357355435219118	-0.477668766095487	-0.53113780053477	-0.738348716779352	0.483217995187635	0.579533967534675	0.666764493842995	-0.537310013347543	1.55862363444717	1.63649980088053	1.37834251808902	1.88793423776601	0.272703280383518	-0.237195769392029
C5AR1	-0.224195001960066	-0.849526592940601	-0.571116198795577	-0.681286986792054	-0.981278136576152	-0.478580980550541	-1.13596475339429	-1.25363335735632	-1.07418628284042	-0.705743213737289	0.182198400047246	0.00205453896909514	1.35364381960786	-0.131267227905315	0.702953123319741	2.1326021267203	0.405808003156075	1.87426114834695	0.490531360787786	0.94272621189358
C6	-0.885323209212013	-0.82120493989345	-0.99734988717114	-1.02923369068431	-0.842757438325523	-0.894430504405182	-0.920468833669778	-0.951561992958044	-0.922744830434363	-1.00201766541944	1.0484668557855	0.865811499157952	1.1495237586409	0.0981885845491073	1.1529906839451	1.44852621731849	1.3810402667407	1.10311062694451	0.75261374146821	0.26682075762277
CAD	2.30955751432893	0.804443390586429	0.765206639462625	0.622140985565681	0.675799042578452	-0.0582814241893436	1.0401338749746	0.744969565130135	0.230335927755449	0.812812697592194	-0.994518901979467	-1.13594219186721	-0.371961700877207	0.601138974571375	-1.03477931834188	-1.16959940498717	-0.849732140593435	-1.42048738099469	-0.932975247908845	-0.638260900806626
CAPN2	-0.41097582649982	-1.67360974469313	-0.651631970167799	-0.70041186775225	0.0100102577064245	-1.2026112920858	-0.811723442559327	-1.66727873670876	-0.13243742194179	-0.511130297072155	0.521161312181805	0.760779585688413	1.2256156842126	-0.907985900026517	1.45952567183166	1.31993213512722	1.03322050304839	0.847312010392746	0.783353261698239	0.708886077619845
CASP4	-2.15261326002006	-0.092486907679363	-0.290161158531239	-0.903624499790418	-0.582938196488213	-0.695914214701283	-0.964246077465909	-1.4580017643284	-0.720740194130293	0.0705095896207571	0.692903404430105	-0.0246914695454146	1.02065301212206	0.0673894516816338	0.991097689753825	1.14208042758756	1.15058096087052	0.145343764129186	0.801604587986422	1.80325485449853
CCDC198	-0.951370947649451	-0.904328529780378	-1.0940512884784	-1.06050290712598	-0.536777284194455	-0.678303418126382	-0.775078574352441	-1.04047402273648	-0.84541730054744	-0.714694882644258	0.830643876606327	0.710118367429411	1.08479853796753	0.016066602440626	1.46150705739086	1.89864594600717	1.16036938586852	1.24093048123604	0.473323487008347	-0.275404586319154
CCDC3	1.44230277475505	1.88542357658385	0.873519607379759	0.833271849951801	1.06107651593863	-0.359556230689785	1.20681072465683	0.695835575707629	-0.0550719896135211	0.462313938143374	-0.428666368896973	-1.08862274440204	-0.632194719896658	-1.37152958061691	-1.15096132404179	-0.579937159312726	-1.62421417388122	-0.61120011310869	-0.370788969747855	-0.187811188908765
CCDC33	-0.763258959894992	-1.14585566253497	-1.03932882774271	-0.387359742169037	-1.20268071494981	-0.715559518368157	-0.437464294257781	-0.722061372279535	-1.30871271838244	-0.319360707191457	0.153168718134218	0.42877827774042	0.974139974579567	0.988662699599318	1.4236654955356	2.13389809677885	0.763940216092431	1.37296254273289	-0.403792746391069	0.206219242968648
CCDC69	-0.11858772063899	-0.859789017992532	-1.05152401871953	-0.593944764954606	-1.26023459994561	-1.17592776223275	-0.773129937246971	-0.508584176750223	-0.728314948600643	-1.17797407770341	0.813995061147619	0.666347621308276	0.778133552484182	-0.258525785914477	0.637930349988245	1.85667097493342	1.83925349906693	1.35170694100088	0.425283500797029	0.137215309973174
CCDC81	-1.02380233087339	-0.832354960465726	-0.392550010257221	-1.10668627608387	-0.88879549228312	-0.973863721159285	-0.813460340880978	-0.832354960465726	-0.832354960465726	-1.11570634904527	0.671360239143213	1.22101315442483	0.841757000130314	-0.252914301100815	1.34040179892888	1.6691025380182	1.24609846398434	1.19523181665061	0.743679268281602	0.136199423519138
CCL4	-1.04529470367688	-0.879303857714819	-0.998595705504702	-1.07125160102157	-1.44420412085028	-0.833361410332698	0.187018454647231	0.10744552333552	-0.904720361638039	-0.779186969830158	1.32926604272606	-0.266128448927881	0.0848300586469282	0.850099195907082	0.0767511769959262	1.03368885429507	0.950189064120669	0.463069427449035	0.845667969851014	2.2940214115225
CCNB1	0.694374029445836	1.76227447602248	0.485503142188155	1.29704374110412	0.655076986621742	0.650037576650448	0.878502334184642	-0.201214263169446	1.72961610797792	-0.032250210353391	-1.63156679335494	-0.028533933137117	-0.376586880720685	-1.4780028552571	-0.718340565840135	-0.950141919017422	-0.429086487339435	-0.892971078498341	-1.18063164494191	-0.233101762565428
CCNB2	0.573860502906383	1.35692638348638	0.869647519468337	1.74262108910389	1.27632162328274	0.641675142064524	0.409017553213525	0.707509955977275	1.09627564052656	0.0334075824397157	-1.39306775587076	-0.099195712973101	-0.604726090972082	-1.02306541512438	-0.889905293861293	-0.820909508960164	-0.8566082329161	-1.40602098751886	-1.18333001893727	-0.430433975335317
CCNE1	1.28965128221436	1.48487371914535	0.505075988089847	1.09419517951734	0.962328028693543	0.483934546849884	1.06997890921987	0.0229226116473693	1.85810698510513	-0.277651222248808	-1.00707077441948	-1.03949189945589	-0.721143535584796	-0.297475638262066	-1.15280386422281	-1.12277781328818	-0.70797328331775	-0.908097390749746	-0.918314957427889	-0.618266871505276
CD69	-1.01263424451845	-0.668617715103413	-1.16211238805577	-1.4180347267066	-0.702035033191275	-1.28527232715697	-0.974847877775986	-0.50637250290298	-0.290423416969826	-0.899832493200519	1.11214983696014	0.856246391492677	0.971107499798067	-0.0572768108730118	0.555079601963593	0.791844252675999	1.11845071361444	0.675230801612927	1.16149410862995	1.73585632970701
CD74	-1.45522059832944	-1.08767603493294	-0.184267594946548	-0.990330381773512	-1.21987805845682	-1.34557427492787	-0.264483525206075	-0.716167624146531	-0.407913096159251	-0.353988674814218	0.742212985515831	0.614759530438757	0.867909201986884	-0.667588695812939	0.656349746453751	1.876839149563	0.884073114355233	0.935871411127334	1.57526481108563	0.539808608979709
CD83	-0.216849433304675	-0.990880227049423	0.00782450375311591	-1.10418227328266	-1.06394398361638	-1.1227143301967	-1.1891283486945	-0.111011509648574	-0.501204288597385	-1.55691593495901	0.881460294053466	0.217012310206272	1.68242348884975	1.37084125858923	-0.436637063314544	-0.0314390894941614	0.729478189929064	1.33745149376176	0.979218497394107	1.11919644562125
CDC20	1.60650306029531	1.50840057215985	0.880611152161428	1.00906735536445	1.21536477338841	0.501717702198887	0.694696332441905	0.198593955192564	1.23910402974695	-1.00847735643205	-1.34696958475544	0.00992460885032946	-0.749619256669338	-0.742344250793041	-1.05397422764731	-1.05913278647745	-0.430035752698917	-1.14940307248667	-0.615824753910388	-0.708202499929481
CDC25A	0.256094982947141	2.23015381534767	0.441650254546	1.04829000339322	1.49820507314179	-0.447689848699302	0.25364594724632	0.569489918128848	0.909211987094379	0.863727951828578	-0.807738913981646	-0.769833283634497	-0.734131785418087	-0.107341915054672	0.265088386270711	-0.722553288854762	-1.50405418674059	-1.31600906217923	-1.0711871266205	-0.855018908761382
CDC25C	1.35633163749875	1.94980620462111	0.818541414294377	1.12921864425562	0.584999113240759	0.322394999698255	0.925182423375318	0.832179593965395	1.09657754306389	-0.764208314729776	-0.847462402309709	-1.04340959836977	-0.903456895365887	-0.313335291899584	-0.297894894263435	-1.04471725419563	-0.842432956825621	-1.24808288234472	-0.877437897394873	-0.832793186314453
