	0	1
208	209	MYCL
209	210	MYBL2
210	211	MUC13
211	212	MSH3
212	213	MRPS15
213	214	MRPL47
214	215	MRPL30
215	216	MROH9
216	217	MRGBP
217	218	MOSPD3
218	219	MMP15
219	220	MLLT3
220	221	MLF2
221	222	MIR7112
222	223	MIR22HG
223	224	MIR22
224	225	MIR1178
225	226	MFAP2
226	227	MEST
227	228	MEOX1
228	229	MELK
229	230	MEGF11
230	231	MCM6
231	232	MCM4
232	233	MBD3L1
233	234	MAST4
234	235	MARCKSL1
235	236	MAP3K19
236	237	MAN2A1
237	238	MAL
238	239	MAK
239	240	LZTS3
240	241	LXN
241	242	LTBP2
242	243	LRRC43
243	244	LRRC36
244	245	LPCAT1
245	246	LOC728196
246	247	LOC642846
247	248	LOC101928817
248	249	LOC101928635
249	250	LOC101927151
250	251	LOC100996696
251	252	LOC100507387
252	253	LOC100288637
253	254	LITAF
254	255	LINC01091
255	256	LIMA1
256	257	LCP2
257	258	LAMA2
258	259	LAGE3
259	260	L1CAM
260	261	KRT8
261	262	KRT7
262	263	KLRC2
263	264	KLRC1
264	265	KLK8
265	266	KLK7
266	267	KLK6
267	268	KLHL6
268	269	KLF4
269	270	KLF2
270	271	KL
271	272	KIFC1
272	273	KIF5C
273	274	KIF2C
274	275	KIF23
275	276	KIF22
276	277	KIF20A
277	278	KIF18B
278	279	KIF15
279	280	KIF14
280	281	KIF11
281	282	KIAA0319
282	283	KCNG1
283	284	JPT1
284	285	ITPA
285	286	ITGAL
286	287	ITCH
287	288	IP6K2
288	289	IMP4
289	290	IL7
290	291	PTTG1
291	292	IL6ST
292	293	IL33
293	294	IL2RB
294	295	IL15RA
295	296	IFT88
296	297	IFT57
297	298	ICA1
298	299	HSPB8
299	300	HSPA4L
300	301	HRASLS
301	302	HOXA-AS2
302	303	HOMER3
303	304	HMMR
304	305	HJURP
305	306	HIST3H2A
306	307	HIPK1
307	308	HHATL
308	309	HGH1
309	310	HGF
310	311	HELLS
311	312	HAND2-AS1
312	313	GTSE1
313	314	GSTA3
314	315	GPR19
315	316	GPR137
316	317	GPI
317	318	GNGT1
318	319	GMPS
319	320	GLE1
320	321	GLDC
321	322	GK
322	323	GINS2
323	324	GINS1
324	325	GGH
325	326	G0S2
326	327	FSCN1
327	328	FOXRED1
328	329	FOXM1
329	330	FMO3
330	331	FLAD1
331	332	FKBP1A
332	333	FHOD3
333	334	FGF2
334	335	FBXL13
335	336	FANCI
336	337	FANCA
337	338	FAM189B
338	339	FAM185A
339	340	FAM162A
340	341	FAM153C
341	342	FAM153B
342	343	FAM153A
343	344	FAM149A
344	345	FAM13C
345	346	FADS2
346	347	FABP6
347	348	FABP5
348	349	F5
349	350	EZH2
350	351	EYA1
351	352	EXO1
352	353	ETS2
353	354	ESPL1
354	355	EPHB3
355	356	EPB41L3
356	357	EP300-AS1
357	358	ENPP2
358	359	EGR3
359	360	EGR1
360	361	EFNA4
361	362	EFHC2
362	363	EFHC1
363	364	EFCAB6
364	365	EFCAB1
365	366	E2F1
366	367	DZIP3
367	368	DUSP1
368	369	DTL
369	370	DTHD1
370	371	DRC3
371	372	DPYD
372	373	DPP3
373	374	DNMT3A
374	375	DNAJC11
375	376	DNAJB14
376	377	DNAI2
377	378	DNAI1
378	379	DNAH9
379	380	DNAH7
380	381	DNAH6
381	382	DNAH11
382	383	DNAAF1
383	384	DNA2
384	385	DMD
385	386	DLGAP5
386	387	DLEC1
387	388	DLC1
388	389	DIXDC1
389	390	DGAT1
390	391	DEPDC1
391	392	DDX39A
392	393	DDX12P
393	394	DDX11
394	395	DBN1
395	396	CYB5D1
396	397	CXorf57
397	398	CXCL2
398	399	CXCL12
399	400	CWH43
400	401	CTSS
401	402	CTGF
402	403	CSTF1
403	404	CRISP3
404	405	CRISP2
405	406	CRABP2
406	407	CPNE1
407	408	CPEB1
408	409	CORO2B
409	410	COL21A1
410	411	CNPY2
411	412	CNGA1
412	413	CLPB
413	414	CKS2
414	415	CIT
415	416	CIAO1
416	417	CHERP
417	418	CHEK2
418	419	CHCHD7
419	420	CFI
420	421	CFAP58
421	422	CFAP54
422	423	CFAP53
423	424	CFAP45
424	425	CFAP157
425	426	CEP55
426	427	CENPU
427	428	CENPN
428	429	CENPI
429	430	CENPF
430	431	CENPE
431	432	CENPA
432	433	CDKN2A
433	434	CDKN1A
434	435	CDK1
435	436	CDH6
436	437	CDCA8
437	438	CDCA4
438	439	CDCA3
439	440	CDC25C
440	441	CDC25A
441	442	CDC20
442	443	CD83
443	444	CD74
444	445	CD69
445	446	MIR3917
446	447	CCNE1
447	448	CCNB2
448	449	CCNB1
449	450	CCL4
450	451	CCDC81
451	452	CCDC69
452	453	CCDC33
453	454	CCDC3
454	455	CCDC198
455	456	CASP4
456	457	CAPN2
457	458	CAD
458	459	C6
459	460	C5AR1
460	461	C2orf50
461	462	C22orf23
462	463	C22orf15
463	464	C1orf35
464	465	C1orf216
465	466	C11orf88
466	467	BUB1B
467	468	BUB1
468	469	MCM2
469	470	BST2
470	471	BRD9
471	472	BOP1
472	473	BOLA2B
473	474	BOLA2
474	475	BLM
475	476	MAPK10
476	477	BIRC5
477	478	BIRC3
478	479	BABAM1
479	480	AURKA
480	481	AUNIP
481	482	ATP2C2
482	483	ATAD2
483	484	ASPM
484	485	ASF1B
485	486	ARMC4
486	487	ARMC2
487	488	ARHGAP44
488	489	ARHGAP32
489	490	ARHGAP11B
490	491	ARHGAP10
491	492	ANXA13
492	493	ANLN
493	494	ANKFN1
494	495	ALG3
495	496	ALDH1A3
496	497	ALDH1A2
497	498	ALDH1A1
498	499	AKR1C3
499	500	AK7
500	501	AJUBA
501	502	AIP
502	503	AIF1L
503	504	AHI1
504	505	AGR2
505	506	AGBL2
506	507	AFF1
507	508	ADRB2
508	509	ADH6
509	510	ADGB
510	511	ACTR2
511	512	ACSL5
512	513	ACKR4
513	514	ABR
514	515	ABCC1
515	516	ABCA8
516	517	ABCA13
