GSM1701025	GSM1701026	GSM1701027	GSM1701028	GSM1701029	GSM1701030	GSM1701031	GSM1701032	GSM1701033	GSM1701034	GSM1701035	GSM1701036	GSM1701037	GSM1701038	GSM1701039	GSM1701040	GSM1701041	GSM1701042	GSM1701043	GSM1701044	GSM371112	GSM371113	GSM371141	GSM371142	GSM371143	GSM371144	GSM371145	GSM371146	GSM371642	GSM371643	GSM371645	GSM371647	GSM371648	GSM371649	GSM371651	GSM371653	GSM371654	GSM371655	GSM371656	GSM372253	GSM372255	GSM372258	GSM372259	GSM372260	GSM372261	GSM372262	GSM372263	GSM372264
AGBL2	0.164351928399244	0.113491474631947	-0.172780554158603	-0.637652690392658	-0.471059150179085	0.575804326461299	-0.31114452917597	0.776497137101835	-0.200886220563659	-0.602597076171502	1.62623763702171	1.88949546535604	1.81829237881672	0.533365118655015	2.05071876734069	2.32434150392221	1.84733115799263	2.43190114198977	1.86688393597107	0.744511889798878	-0.654004744512819	-0.468232248494507	-0.918928752419106	-0.476848394873632	-0.186540824299753	-0.718757409403865	-0.627589089704732	-0.526753892036156	-0.60355608404772	-0.856505060938524	-1.26631163982685	-0.39744623497335	-0.399186159466237	-0.765489622150514	-0.451085222234496	-1.21370856230953	-0.681078652001015	-0.807297588719371	-0.711565653573188	-0.194378698007785	-1.03611715753826	-0.49291004082349	-0.538848709112692	-0.483996994412476	-0.403881854887342	0.0197311711224337	-0.0630846040757799	-0.442730919096816
AGMAT	0.340898500424326	-1.49912418575005	0.43871513525305	0.111656169320098	0.452299322073768	0.48258314242235	-0.0978235301468846	-0.0937115600822349	-0.803939001835413	0.0187801924006855	-0.636554546933328	-0.87826915458569	-1.64489981837362	-0.713244886582958	-1.42710177130136	-1.65881967622002	-0.00597554574363407	-0.821844953111834	-0.942183015820158	-0.000867052321480355	1.0887481705553	0.340995302620027	1.83937759358207	1.45007425718167	0.814649742417621	0.369376428004128	-0.139658666968759	0.25365392347364	-0.215130013640517	-0.948228842227922	1.96384888817242	1.88194576855242	0.913442168912272	1.67984688621936	-0.436525948904286	1.57326100016633	0.219105888885966	1.13765024739119	1.0177772606938	0.621225506581341	-0.212043097437367	-0.546092130431113	-1.34839764499708	-0.829655643559574	-0.898512420295969	-1.12427684314943	-1.53680587093228	0.449774326049155
AGR2	-0.85253821964809	-0.711673999189036	-0.519036623128453	0.809895096080561	-0.768170772025516	-0.103127235807139	-0.476906223312293	-1.22054488468081	-0.0718482689992123	-0.993540193761222	1.37793784149765	2.13289896449802	2.02043421511006	0.527522323554674	2.02452683173602	2.08392976230689	2.45062110212648	1.76930486006202	1.31151836190139	1.05397235277313	-0.692084646376537	-0.402174447279134	-0.714699616575668	-0.0780034210688703	-0.538099240982693	-0.625413418430072	-0.893555927122121	-0.565478018745834	-0.540033122640834	-0.501161488464276	-0.14194910764538	-0.630991117644831	-0.704818085697486	0.222420126830741	-0.53725099206801	1.24423547781722	-0.651631350140574	0.295592678876286	-0.469103896986979	-0.67056508730741	-0.843263927433848	-0.633950072925124	-0.599325719926962	-0.0947602594698128	-0.46424019951536	-0.654631136236034	-0.12952762908926	-0.830711644846265
AIF1L	2.37418693836453	2.2700848038474	0.285065046149344	0.75441677211133	2.13658761531741	1.2246798731104	1.41085710603721	0.994307369019277	0.496080457903617	0.0274154722864722	-0.13545109772011	0.149366437635427	-1.09479526879372	-1.15859793952336	-0.647496251475436	-1.15929751613633	-0.932153333479374	-1.07127922558344	-0.143319730082503	0.322662475495914	0.0805375328020115	0.519121380107555	0.178766972100164	0.117730868263195	0.583526894436577	-0.118515212537454	0.456051106789216	-0.178868862729344	-0.222296200088207	0.737219297550683	0.264883766995341	0.289843631242963	0.847129383113377	-0.311340463588748	-0.245826946458635	-0.96305002531957	0.348947866339448	-0.581153247472227	0.0120358037424919	0.613717813989814	-0.127960760594929	-1.96050471450115	-1.90038372498568	-1.22255790352299	-1.55686806822878	-1.20988706459544	-1.38891440650871	0.835295279174956
ALDH1A1	-0.536946295922178	-1.26453435963133	-1.42890145180375	-1.00504477230112	-1.44838389685889	-1.61739624610964	-0.381836819485181	-0.925055550911262	0.339816369033243	-1.61889641411794	0.266920047261567	1.65354902419541	1.64539021572922	0.695264071420594	0.635184974561927	1.03988819322175	1.2758685687377	0.965465384704793	1.14081396988533	0.994554168760446	-0.500644968704964	-0.998999348556385	-1.12385687139116	-0.140299942175369	-0.529261985181805	-0.650565734484115	-0.61449778384937	-0.896862442719908	-0.31054298291935	-0.376302741947766	0.72405755053523	0.327804136560066	-0.999497243718014	1.26093727835486	-0.748848905410822	-0.340494410557312	0.128257796131153	-0.0741076764432355	-0.668841746565869	-1.10312707865448	-0.299105793172821	1.28446426141035	0.924798059981115	0.658536048183168	0.861377974973252	1.65693458726267	2.1268825722699	-0.0039117895797175
ALDH1A2	0.426219117172135	-0.966262508349612	-0.01468669880535	-0.596862607909375	0.209386941602375	0.345086313085591	0.0837688250896606	-0.479749662843605	-0.936075539240758	0.309475344823594	1.54245542456792	1.62303446957862	1.70285623722064	0.482347569141701	1.3476742193773	1.40112380265518	1.28892842750225	1.42670084578221	1.36316054156673	1.7386470588577	-1.30737509962373	-0.273490805245324	-0.96298309706268	0.12042182983531	-0.913931594959125	-0.852375853578689	-0.566601584028965	-0.766137653490039	-0.774021579352764	-0.865722113045858	-0.419153211138226	-1.11106001352845	-0.721951435600615	-0.826453447101658	-0.963559537062242	-1.08928774887111	-1.04139159054772	-1.09895055807963	-0.884239646825703	-1.34679503476037	-1.15550670707372	0.682963389123692	0.780910000725833	0.464787160839177	0.598944618115987	1.53656118189401	1.46430434837508	-0.0051323388073939
ALDH1A3	-1.36691899124865	-0.434712441517124	0.317612585743904	0.0927534962102534	-0.446814415782304	0.383900359272423	-0.360155464670431	-2.18844469795792	-0.770836871642445	-0.544914188171	0.818603658154816	2.05545800660935	0.987782167755792	0.894454195196124	0.616769940085322	2.15734264030822	1.62246987272575	0.485919139954436	1.36960280949683	1.13957906111208	-1.41776648142772	-1.18630351061429	-0.672834865420921	0.175367205529578	-0.516368174480571	-0.413320028703598	-0.108398318297564	-0.245214201206266	-0.0430160727898791	-0.358484546107716	0.66442078773749	-0.572393577215112	-0.162047657127814	-1.17542497259775	-0.482607155208743	-0.567209813967623	-0.632955795828586	0.865267737442011	-0.448125734942142	-1.65346602369616	-0.993468104612382	0.361641690687708	0.932890579222756	0.227266328275793	0.675366659406783	2.13977679597139	0.324454944166012	-1.54649855583008
ANKFN1	-1.14610165779451	-1.24950103651827	-1.35310145562842	-1.75407650626429	-1.37241569274854	-0.344323876853945	-1.43381199074638	-1.01689012946225	-0.487306671653265	-0.72149718174513	0.739786406702812	1.46286405638922	1.00180665028078	2.65213282205056	1.04532471391835	2.28869488355745	2.37476888898349	1.81403853131313	1.51164507014168	-0.409812782717388	-0.451401247811297	-0.344536836818592	-0.379603452836529	-0.531184497468822	0.146706815544333	0.361984927496758	-0.680930505651513	0.237618278101752	0.308556579891975	0.17074257890179	-0.179211105103449	-0.312718392161573	-0.323305371805845	-0.47583842600686	0.245834768473083	-0.30494599822824	0.0894906062667695	-0.275438516473789	0.293599467717669	-0.354892464463433	-0.455006009002058	0.31583568487156	0.24416175479202	0.642502041532445	0.489876071176651	-0.664030343309218	-0.778383017797799	-0.637706431032871
ANLN	0.713928595280398	1.78822990575637	0.699964092655248	1.40903304186765	1.18065617397588	0.920163195143145	-0.110414853496046	0.173769510216413	1.5796379541643	-1.52157611335049	-1.91291895138745	-0.20681370099884	-1.49859754673177	-1.65729783279533	-1.71510907758594	-1.68274600598762	-1.08205349615987	-1.6789742432207	-1.60388697789946	-1.78169865119719	0.461589848435449	0.546448903005475	0.438889672899986	0.90572307647656	0.00683753778845467	0.829091881112497	0.734964275025796	0.158613839238188	0.0278234243935308	0.0861376082759011	0.996116268852022	0.825672100879821	0.391749845980628	0.186100683644174	0.733590166436313	0.994935284264439	0.10299418617547	0.624278121076908	-0.25847428867668	0.23735326579423	0.926981238912086	-0.316719884417934	-0.810015935632609	-0.329984644795611	-0.556363126104964	0.224975951906001	-0.69075342395932	0.508149104764489
ANXA8	-0.538564898555033	-1.15167666820958	0.828969950353818	-0.102931824084229	-1.13394051345656	-0.126673748544451	-0.171775595175303	-0.181475420892276	-0.6948945373446	-1.06501864392976	1.12724349607252	-0.181475420892276	1.18744958017247	-1.06561219204127	0.943360729159373	1.18508319757002	1.06016474962881	1.41704336151511	-0.852114498301427	-0.273951778633559	-1.03375814610845	1.40350703532755	-0.773217860456765	-0.404651505473297	-0.602957812543606	-0.53461543612025	0.145820555470986	-0.446194282243866	-0.479485081338523	-0.536994674387619	-0.838691346319244	-0.401184918123499	-0.689161490949805	-0.781246914426532	-0.343519085006647	-0.957780058824262	-0.408546925946428	-0.0187966891969211	-0.692723118209553	-0.259895280621311	-0.986615898465525	1.2997767750216	1.69927809719326	0.978642856166748	1.3941615401612	2.67680972606182	2.44736685533824	-1.06453624039109
ANXA8L1	-0.538564898555033	-1.15167666820958	0.828969950353818	-0.102931824084229	-1.13394051345656	-0.126673748544451	-0.171775595175303	-0.181475420892276	-0.6948945373446	-1.06501864392976	1.12724349607252	-0.181475420892276	1.18744958017247	-1.06561219204127	0.943360729159373	1.18508319757002	1.06016474962881	1.41704336151511	-0.852114498301427	-0.273951778633559	-1.03375814610845	1.40350703532755	-0.773217860456765	-0.404651505473297	-0.602957812543606	-0.53461543612025	0.145820555470986	-0.446194282243866	-0.479485081338523	-0.536994674387619	-0.838691346319244	-0.401184918123499	-0.689161490949805	-0.781246914426532	-0.343519085006647	-0.957780058824262	-0.408546925946428	-0.0187966891969211	-0.692723118209553	-0.259895280621311	-0.986615898465525	1.2997767750216	1.69927809719326	0.978642856166748	1.3941615401612	2.67680972606182	2.44736685533824	-1.06453624039109
ARHGAP10	1.05619767169387	0.302255321174087	-0.414253417831534	0.652639527732269	0.00401203841813777	-0.802771584108071	0.462249868422172	0.367422721574325	0.316419863603908	0.0467858049892766	1.5689926268046	1.39688205562397	1.70881714577191	2.02040206181775	1.52898523564003	0.283468480596588	1.17870608131248	1.1936059893567	1.55123879982829	2.33016607253269	-1.41436761352147	0.00200117508683855	-1.19361878388954	-0.804439225587268	-0.464738067724307	-0.836889192644344	-0.623898913129192	-0.785434069624563	-0.826261487682484	-0.540552905951803	-1.35875289696464	-1.34506929224343	-0.662068046596065	-1.5926680155023	-0.851472107709392	-1.07075158280297	-0.851939525868483	0.580866301841236	-1.10210704124433	0.573356998955621	-1.02939669692547	0.0498516857917322	-0.247681596391117	-0.102375479196815	-0.0451285572515347	-0.248674998125851	0.432297555032421	-0.392309985083936
ARHGAP11B	0.970215420203281	1.03565098780275	1.31229229559372	-0.267481073844316	0.462293690892821	0.367867341321938	-0.000356851347795329	0.541731303868952	0.39506413926047	-0.721224485361661	-1.50362577170347	-1.24939132448322	-0.977234976774462	-1.63481982402832	-1.40920839205275	-1.59331600342754	-1.66254584725655	-1.43901543675913	-0.876727021332101	-0.888648045230619	1.03339258811051	0.451297074548403	1.37081159739954	1.1449888395355	0.603698132369519	0.95294115586423	0.545223079054823	0.693602376525295	0.0403938432433616	0.18623229509405	0.306168959607442	0.302351488761135	0.0826286120628827	1.18195057041511	0.209367893562986	1.83840543378769	0.389866996738108	0.33667921111305	0.574687891273671	0.87845638865011	1.80635294182743	-0.86440864442066	-1.30394275935621	-0.465730323448962	-1.22213656273481	-1.06808546632296	-1.3390155236101	0.472301785006877
ARHGAP44	0.253386316534486	-1.18168564467757	0.0955313900635437	-0.932111399237317	-0.25080017509385	-0.693699496988006	-0.628358595827201	0.375916910699682	-0.53119298661385	0.742998331325013	1.83763705242309	0.830911808918964	1.41780608706461	-0.545621645774443	1.67227251557548	1.75019748228009	1.36515861470552	1.76605515467741	2.11455211234147	1.90164372183736	-0.836598139182925	0.585614693197775	-0.365179032639014	-0.887690189957751	-1.35936816916441	-0.973221381340043	-0.665722226173644	-0.592509630890408	-0.413908348136688	0.0206794297464753	-0.552604274425792	-0.1976986050059	-0.540705298865149	-0.403434886510138	-1.2532060187777	-1.5820183831752	-1.08986234866941	-1.50281471136442	-0.421226086497186	0.0215949139738944	-0.892979850786264	-0.0548016875054664	0.147045006338734	0.135155249204611	0.174056196686018	1.1888520499042	0.967175679915566	-0.0152215041342582
ARHGEF6	-1.21000932166182	-0.495445772535242	-0.501910590289558	-0.135816813102644	-1.71481501838225	-0.51068235545828	-0.743979118982339	-0.293534223835046	0.874720041800954	-2.29025086094133	1.38930344006266	1.52039706813465	0.950138444773001	-1.28289276497502	1.02991590535947	1.81112609228938	1.51809012072024	0.957877448599228	0.417542079199996	3.48214735693075	-0.408412651289417	-0.243288670728947	-0.638438016807706	0.259491438815918	0.74513503876816	-0.260653844883566	-0.0197507564961916	-0.237098608200007	-0.179472849125071	0.0582272089755817	-0.79885565724889	-0.699605439151099	-0.591458405833958	-0.839196017134911	-0.0770746523582992	-0.766957486775368	-0.437663279680447	0.3376180688126	-0.229842669844569	-0.679100821195672	-0.266953836536806	1.26961356052671	0.470478875504034	0.323099372006329	-0.02826710681661	-0.0819640973450378	0.400443807760568	-1.15197366142416
ARMC4	-0.93450902092548	-0.118908748439012	-1.18940790205145	-1.3257758940593	-1.16202367482004	-1.03135953287037	-0.961433491980919	-0.530570118191397	-1.14126999368899	-0.822529657314972	1.57943774929678	2.69916673218962	2.15906816446493	-0.57934019129582	1.54334688948287	2.29657117953221	2.71735583590156	2.25053090872263	0.414085149628839	-0.570453966457085	-0.260648159275682	-0.309952797342624	-0.308863534017993	0.100572182857303	0.00180373282296648	-0.3288292679911	-0.259353966884795	-0.118109358418034	-0.13251707164096	-0.0839566033502725	-0.172877000050251	-0.390734620864306	-0.4208550549828	-0.258892319786481	-0.119552400767657	-0.231278491943641	-0.148801635259393	-0.448077740577393	-0.187351564851618	-0.255577189573117	-0.535050430269814	-0.193982581493314	-0.252826219814934	-0.311242241572085	-0.0485938098526416	0.322310096841922	0.214826165071685	-0.153568534137576
ASPM	0.682314744148824	1.92296526051322	1.07008099380016	1.41668932870443	0.710368995013127	1.62472733055999	0.109286777496635	0.45149315734726	1.80809102382295	-1.09297255872324	-1.16905411024751	-1.40934391546464	-1.35535974030421	-1.23677705723376	-1.5857287214452	-1.55779127204169	-1.60320514001641	-1.68492966211525	-1.35339601574462	-0.975003083321957	0.678323003562927	-0.347099983395839	0.200091915085337	0.442777470083923	-0.301285253938443	0.613205501023001	0.561006336856002	0.568690079235468	-0.008902667369851	0.174176501395435	0.785967620758614	0.592856694127909	1.17931615914456	0.21628804849028	0.354371583767695	0.366718755571981	0.550579203308394	0.0662790773441003	-0.11016250614053	1.07975853117767	0.539418030909379	-0.811252884370615	-1.06804157420278	-0.465831077229634	-0.773808311162056	0.392181043497311	-1.31013713038869	1.06205949811034
ATAD2	0.548365542653741	1.93515862151643	1.01927715474284	0.676133302497877	0.926908346769468	1.49546637722691	0.216726172665762	0.465390172779359	2.148749535636	-0.785084708995248	-1.21277658817189	-0.332053215881902	-1.25670472516421	-1.71011875648068	-1.63843534763932	-2.09573851735424	-1.55375272393246	-2.06495127604338	-1.09650622654393	-0.894625231864503	0.389516083774292	0.143370900737625	0.0733440016362304	0.294051202688112	-0.166001665412797	0.604968902194617	0.721320900336618	0.18380710910978	0.413686949105649	0.658551846457769	0.511170064321632	0.788029994414516	1.07223878097384	0.0572929650690876	0.500898672698421	0.12699335143035	0.297637808251155	1.23416152023262	0.0911075985233743	0.680072428378079	0.486604133311142	-0.940845796927934	-1.40053251342375	-0.836433669923558	-0.218043462195066	-0.416242978083789	-0.706688203968857	0.564535167874215
ATIC	1.27966596567631	2.57073557964249	0.42346570262594	-0.422559533365431	1.24030839573283	-1.04117291458827	0.723021325639154	0.325036447812191	-0.0338876316938527	0.426786718402139	-1.28978274239637	-0.301745219021893	-0.303455188847085	-3.24853197918099	-0.963531805335325	-1.12575282701616	-0.661658537269784	-1.02738010013052	-0.501048561539956	-0.321501729894775	0.0606676655357706	0.852313981926336	0.26875978877053	0.855521564059539	0.361897483231365	-0.0870265846358334	0.514774273855641	-0.555969744623807	0.0871376711118441	0.404700253088883	0.891661200252894	0.935931178743804	1.32185050173156	0.635856417426898	0.398334445482194	1.02397443608637	-0.57557446300139	0.811781232681053	-0.00446569823454442	0.383438891676549	0.702407621870911	-1.48176467934778	-1.30970208753764	-1.56196886098425	-1.65730272549296	0.227013899732645	0.301115220185458	0.447625751157331
ATP10D	-1.22369430928157	-0.588505333488822	-1.29902457633053	-0.443733644274687	-1.505797535335	-1.24141187378462	-1.14318961527233	-1.10226367422554	0.666461602889533	-2.30808886343674	0.0265574688016171	1.69690739784936	1.51977257670022	-1.33978722185195	1.03460115887424	1.25234553598976	1.71494134743282	0.647090671192076	1.02617102737682	1.58797907645476	-0.309438869622749	0.00689950263073062	-0.397384987707579	0.351519979287162	-0.274071309234964	-0.375848112003251	0.23009017826463	-0.158749099269942	-0.256732564237308	-0.21808755507722	-0.981071429569261	-0.333642130848505	-0.0858770472213028	0.102693885837413	-0.20701189564273	-1.05213631294556	-1.0741793104476	0.678618573672625	-0.723639441517915	0.0145961074666765	-0.256211718584982	0.669409613342584	0.90415563599604	0.413447324056152	0.887924339351854	2.03614140370313	1.71213075650845	-0.280876732465974
ATP6V0B	0.715858814654885	1.86766906764764	-0.310643205546109	-0.937316102241964	-0.514859347827557	-0.122356591159587	-0.211610587151003	-1.97236048377592	0.369573982114623	-1.38771033019728	-1.28627612267298	-0.379245561683925	-0.447260187148773	-2.23717368509787	-1.23806194091467	-0.718376293273922	-0.725043996425869	-1.93179693405367	-0.905994110687756	-1.08415757089678	0.355667360990923	0.792103915978333	0.825187781310011	1.01666142121915	0.0336163255393504	0.902226173473865	1.18048896481184	0.376499326466439	1.07156112500415	-0.122879351741119	0.786161875464254	0.776430520852824	1.18625090122058	1.1559510115333	1.181692341737	0.971492978345108	0.116543971561508	0.258578166167302	0.977541279573519	1.54026669780593	0.827865767399234	-0.701394688922879	-1.10123108976302	-0.934843145855259	-1.02112500888154	0.122696384620223	0.310945937183205	0.572184243244248
ATP6V1F	0.382678339225709	0.72898820922395	1.24165852908298	1.02428415102264	1.12992426534339	0.294411465385243	-0.137339362392313	-1.55113288119447	-0.729921673824059	-0.232732459343507	-1.03064828909678	-0.506133694964058	-0.490161125922771	-3.24090781984693	-1.39482286323812	-0.664262128472799	0.147365537472841	-1.06119275574035	-1.73427681514018	-0.476891607026933	-0.0306539649767681	1.18727581707718	0.512231414185784	1.83026120279626	-0.153226702977632	-0.374814560234579	0.821468575958675	-0.0859324043171267	0.46577390935478	0.703085579662572	-0.353570843491218	1.38306057436459	1.35963102361172	1.02461800972192	0.643575060422885	1.8226752936466	0.0492049110111696	1.10510203175508	-0.284385058022475	-0.12774819230196	0.646122626933945	-0.729100784181216	-0.785861248030358	-0.735383664945449	-1.07992212283663	-0.707281417840575	0.378051675599425	-0.183143762500091
