"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ALDH1A3",1.57587923335586,6.41992246401083e-16,5.33433292864641,9.59219479099313e-08,1.67674333290313e-05,7.45825393408793
"RPL39L",-1.575742173557,1.20816262087301e-16,-5.33386898281682,9.61674736228157e-08,1.67674333290313e-05,7.45586687350018
"RNFT2",-1.57471117822105,4.38993459639381e-16,-5.3303790755616,9.8033974577635e-08,1.67674333290313e-05,7.43791750951192
"EIF6",-1.57432345750763,1.6902711869049e-16,-5.32906664544326,9.87449331642126e-08,1.67674333290313e-05,7.43117043119862
"PRAME",-1.57425315732769,1.86121372943345e-16,-5.32882868014949,9.8874375114103e-08,1.67674333290313e-05,7.4299472522092
"SMAD6",-1.57389862174786,4.62303806347819e-16,-5.3276285813235,9.95296794362757e-08,1.67674333290313e-05,7.42377938807166
"RGS22",1.57275958207598,6.99671801977312e-17,5.3237729452442,1.01663592174444e-07,1.68940982619301e-05,7.4039728883355
"MIR6778",-1.5722745923402,7.95515274025031e-16,-5.32213126061323,1.02585568797341e-07,1.68940982619301e-05,7.39554386557078
"PDLIM5",1.5719814613448,1.58004396603554e-16,5.32113901559339,1.03146735953895e-07,1.68940982619301e-05,7.39045056906928
"GPRASP1",1.57133057070442,-4.57677877078548e-16,5.31893575832442,1.04403438270143e-07,1.69430497207391e-05,7.37914441675342
"MCM2",-1.57050704940963,3.12105665386161e-16,-5.31614814829234,1.06014694913726e-07,1.69709380748918e-05,7.3648463315811
"CENPE",-1.57026436087454,-3.85397732246181e-16,-5.31532665041565,1.06494099514557e-07,1.69709380748918e-05,7.36063417119287
"PSAT1",-1.56815377307631,-4.84728721282061e-16,-5.30818233519619,1.10752753245294e-07,1.74920129656787e-05,7.32402975050114
"RUNX1T1",1.5669374477062,4.19224840027728e-17,5.30406508792469,1.13281375780215e-07,1.77330465148339e-05,7.30295709546649
"MRGBP",-1.56331547166035,-1.53161626899786e-16,-5.29180474101539,1.21146405041251e-07,1.8708291339156e-05,7.24030374311424
"C6",1.56270283419263,-2.89120579329468e-17,5.28973097029219,1.22527951613142e-07,1.8708291339156e-05,7.22972060701347
"ARHGAP44",1.56263394361811,-2.21357943549124e-16,5.28949777649643,1.2268425548884e-07,1.8708291339156e-05,7.22853080160267
"E2F8",-1.5605211858375,-2.75531912100983e-16,-5.28234611591178,1.27572621818559e-07,1.92486010904631e-05,7.192066946951
"PRMT1",-1.56016975697492,1.33935108374376e-16,-5.28115653328762,1.28403806245387e-07,1.92486010904631e-05,7.18600646031561
"KPTN",-1.55916063210327,-6.92443787494075e-17,-5.27774065730042,1.30819771154573e-07,1.94459742180944e-05,7.16861141369967
"SFRP1",1.55738155335701,1.76652673970305e-16,5.27171849637719,1.35186613883295e-07,1.9848227755694e-05,7.13797150324437
"NUP155",-1.55714809893469,-2.29923140711759e-16,-5.27092825586512,1.35770001607721e-07,1.9848227755694e-05,7.13395346667
"TTF2",-1.55514957658422,6.62086126664481e-17,-5.26416328088666,1.40864844029852e-07,2.04242477544595e-05,7.09958109902133
"CNPY2",-1.55383139008208,5.58002718105873e-17,-5.25970123486458,1.44325995822838e-07,2.06038119663578e-05,7.07693391369574
"NEK2",-1.55379118279441,3.38271077815477e-17,-5.25956513366212,1.44432850010083e-07,2.06038119663578e-05,7.07624343170612
"DNA2",-1.55164934427159,1.16876994193937e-16,-5.25231503510237,1.50236904194343e-07,2.11129814271215e-05,7.03948734627151
"GMPS",-1.55159420492661,-4.29199500014595e-16,-5.25212838905908,1.5038926224305e-07,2.11129814271215e-05,7.03854176954487
"SMPD3",1.55046228044073,6.25566583487928e-16,5.24829683780187,1.53550157054451e-07,2.138699785934e-05,7.01913798396726
"CHGB",1.54942932754901,-1.24032728532342e-16,5.24480030424307,1.56490671058503e-07,2.16262771902645e-05,7.00144315641032
"CDCA8",-1.54724799264337,-3.11888824951663e-17,-5.23741651088551,1.62880278360935e-07,2.23348003405161e-05,6.96411490789344
"CSTF1",-1.54653886646718,5.18682319317065e-16,-5.23501612700321,1.65011269851652e-07,2.24529565569683e-05,6.95199126270395
"SUV39H2",-1.54510706796698,-4.66062373879102e-16,-5.23016950568532,1.69396430450995e-07,2.25470060686908e-05,6.92752931885919
"GGH",-1.54467037238267,1.03938848268944e-16,-5.228691296197,1.70756172008357e-07,2.25470060686908e-05,6.92007298562722
"SUB1",-1.54458943380718,1.26056572587648e-16,-5.22841732005767,1.71009347461256e-07,2.25470060686908e-05,6.91869123617544
"CBS",-1.54426900770425,2.31079623029077e-16,-5.22733268141539,1.72015205813974e-07,2.25470060686908e-05,6.91322176668759
"MCM7",-1.54416167063867,-1.46728694009705e-16,-5.22696934669323,1.72353427740342e-07,2.25470060686908e-05,6.91138984507465
"USP39",-1.54384649818577,-2.45644072212799e-16,-5.2259024915954,1.73350264307872e-07,2.25470060686908e-05,6.9060115329469
"ZNF671",1.543408903125,-1.50000000051151e-08,5.22442123738969,1.74743549565794e-07,2.25623258997761e-05,6.89854594044454
"PEA15",-1.53874345625844,-3.94577310639891e-16,-5.20862875385391,1.90287470494377e-07,2.42283457146623e-05,6.81908262859641
"YARS2",-1.53831976530254,4.74157750100327e-17,-5.20719456488195,1.91763503468273e-07,2.42283457146623e-05,6.8118781107168
"CDC7",-1.53794720503293,3.87421576301487e-16,-5.2059334526901,1.93070549142222e-07,2.42283457146623e-05,6.80554466763132
"KLK7",-1.53793159888779,-7.24247051220317e-17,-5.2058806260698,1.93125487351879e-07,2.42283457146623e-05,6.80527940005377
"WDR17",1.53562353411137,-1.44560289664734e-16,5.19806785356939,2.01419098046891e-07,2.50908621503623e-05,6.76607739218279
"PIMREG",-1.53447694391866,5.14779191496118e-16,-5.19418665906465,2.05666112824528e-07,2.53760045923034e-05,6.74662468173188
"ACTR2",-1.53423394711824,-5.76578715327791e-16,-5.19336411771339,2.06577232251212e-07,2.53760045923034e-05,6.74250393578318
"MCM6",-1.5336571785194,2.00360561475321e-16,-5.1914117626954,2.0875547802976e-07,2.54667286266788e-05,6.7327256919769
"CFC1",1.53289791216381,-6.66422935354423e-17,5.1888416548873,2.11656817859537e-07,2.54693704157643e-05,6.71985907900344
"CFC1B",1.53289791216381,-6.66422935354423e-17,5.1888416548873,2.11656817859537e-07,2.54693704157643e-05,6.71985907900344
"USP28",-1.53250216816275,5.26994535972788e-16,-5.18750206603337,2.1318446083925e-07,2.5479864376929e-05,6.71315528261518
"HOMER3",-1.53015090230934,1.07827520060925e-15,-5.17954305838836,2.22482873583877e-07,2.60567373261813e-05,6.67336116757758
"TPI1",-1.53010355570499,-7.01840206322283e-16,-5.17938279068176,2.22674079518949e-07,2.60567373261813e-05,6.67256047521323
"KLHL14",-1.52982970456587,-2.82687646439387e-16,-5.17845580775181,2.23783127172189e-07,2.60567373261813e-05,6.66792978405928
"MLF2",-1.52965885563032,-6.80589843741567e-16,-5.17787748608641,2.24477736095675e-07,2.60567373261813e-05,6.66504123052103
"PTPRN2",1.52928787109807,4.04479690481926e-16,5.17662170774725,2.2599320323164e-07,2.60567373261813e-05,6.65877008286293
"OIP5",-1.52907935687298,4.6172556518916e-16,-5.17591588951355,2.26849315859117e-07,2.60567373261813e-05,6.65524601202045
"KIF22",-1.52868566108039,4.25730053062641e-17,-5.17458323382152,2.28474294122365e-07,2.60740760563259e-05,6.64859352261114
"DPYD",1.52732726722507,6.37799998000806e-16,5.16998508637523,2.34167860366839e-07,2.65525338591604e-05,6.62565316382302
"NDC1",-1.52429163967962,-5.15068312075447e-16,-5.15970952233958,2.47391140129703e-07,2.78732603678619e-05,6.5744616358745
"POLR2K",-1.52278317887478,4.14888031337786e-16,-5.15460340000958,2.54227508015221e-07,2.84622176536787e-05,6.54906147550051
"RNASEH2A",-1.52230977645963,-1.86482773667507e-16,-5.15300093832458,2.56410343412561e-07,2.85260538655648e-05,6.54109529148424
"UBE2C",-1.52034538697291,-7.36534675841819e-17,-5.14635150269405,2.65663040406156e-07,2.93707095109031e-05,6.50806597043837
"RAE1",-1.51955851698779,-2.64545330086463e-16,-5.14368795692014,2.69459123122405e-07,2.94301762941537e-05,6.4948474713573
"RNF114",-1.51954424860246,-2.34765910415528e-16,-5.1436396586013,2.69528439123347e-07,2.94301762941537e-05,6.49460784227453
"UBE2T",-1.51868584763639,8.50303623807965e-16,-5.14073398128644,2.73730395771509e-07,2.97056255877437e-05,6.48019564594463
"PFDN2",-1.51677881026666,3.58401098151292e-16,-5.13427868190678,2.83293157308378e-07,3.05559308513896e-05,6.44820642271164
