"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"RNF181",-1.51571809288147,3.16876154945097e-16,-5.13068816585959,2.88750884345188e-07,3.09558448071638e-05,6.4304310234874
"SLC46A3",1.51534492353316,-6.39679281766448e-17,5.12942499194339,2.9069499472978e-07,3.0976528685392e-05,6.42418044460871
"PTGS2",1.51403657268761,-3.26200293628472e-16,5.12499623950478,2.97611490919453e-07,3.15236506758934e-05,6.40227775249916
"MELK",-1.51069101561015,-3.53594468519939e-16,-5.1136715675977,3.1602790607333e-07,3.32751049436377e-05,6.3463568693414
"LINC01550",1.50979370079887,2.63569548131226e-16,5.11063416736814,3.21151575312096e-07,3.36144983177258e-05,6.33137931895192
"TOMM40",-1.50926208596088,4.78783679369599e-16,-5.10883465730695,3.24224830252785e-07,3.37365471902442e-05,6.32251005575928
"KBTBD11",1.50584394483969,3.3256094637372e-16,5.09726428925362,3.44673979911485e-07,3.56546083663992e-05,6.26555767429252
"CENPI",-1.50299115792215,-8.70252943781698e-17,-5.08760763862293,3.62688917674519e-07,3.71370038435271e-05,6.21812397108834
"CELF2",1.50291173924947,-3.5699163532706e-16,5.08733880733698,3.6320321470576e-07,3.71370038435271e-05,6.21680475213607
"PRSS8",-1.50184220125508,5.07045215999054e-17,-5.08371843362995,3.70198236083617e-07,3.75784863583106e-05,6.19904550949512
"EXO1",-1.5016046014266,3.25260651745651e-18,-5.08291416096608,3.71769750280081e-07,3.75784863583106e-05,6.19510197742181
"KNL1",-1.49719526511761,-1.58438077472548e-16,-5.06798860869745,4.02129206141544e-07,4.02324263759064e-05,6.12203182421944
"TNNT1",-1.49700499616064,7.02743708132688e-17,-5.06734455048477,4.03491701345908e-07,4.02324263759064e-05,6.11888358234008
"NPM3",-1.49681608452495,-1.29851280191347e-16,-5.06670508678885,4.0484888319924e-07,4.02324263759064e-05,6.11575819491148
"ZHX1-C8orf76",-1.49534758514295,3.82867927177048e-16,-5.06173423341172,4.15550145845638e-07,4.06990490406076e-05,6.09147653209517
"LGALS2",1.4952814094375,4.91666665479075e-09,5.06151022941623,4.1603875307405e-07,4.06990490406076e-05,6.09038287687633
"ATRNL1",1.49522619875,9.16666666184174e-09,5.06132334187935,4.16446824373903e-07,4.06990490406076e-05,6.08947047246314
"LXN",1.49421338694459,-5.84023570245525e-17,5.05789498566413,4.2400156317079e-07,4.10858577208367e-05,6.07273885809323
"KLF2",1.49407418921437,-1.59883680369196e-16,5.05742380296167,4.25050142060779e-07,4.10858577208367e-05,6.07044020277836
"KLK6",-1.49117266992116,2.90277061646786e-16,-5.04760219380453,4.47485611881098e-07,4.30194184161127e-05,6.02257443569118
"COL21A1",1.49033141765334,1.1940679926307e-16,5.04475456463437,4.54201253604937e-07,4.34290052703661e-05,6.00871386961569
"NRAS",-1.48909659113771,4.2659741480063e-16,-5.04057469119988,4.64235134014215e-07,4.40681641625519e-05,5.98838289710416
"EFCAB1",1.48889802804287,1.52158739890237e-16,5.03990255742667,4.65868432268484e-07,4.40681641625519e-05,5.98511520030753
"DDX11",-1.48815069404998,-1.28297257077451e-18,-5.03737284052797,4.72065525165293e-07,4.42361300609113e-05,5.97282044217326
"PDGFRA",1.4880627490963,3.74411150231661e-16,5.0370751478797,4.72799995781277e-07,4.42361300609113e-05,5.9713740225373
"DDX49",-1.48778267244026,-5.85758293721502e-16,-5.03612709164717,4.75146402372839e-07,4.42361300609113e-05,5.96676820646111
"HMGA1",-1.48660889398938,-4.78097017993691e-16,-5.03215386520387,4.85102746504613e-07,4.49266098582204e-05,5.94747503679156
"MEF2C",1.48576074128129,-1.48897098354676e-17,5.02928287812341,4.92421944163346e-07,4.52566090745418e-05,5.93354359131462
"DNAH11",1.48560437563233,2.80067491189214e-16,5.02875358221514,4.93782890575305e-07,4.52566090745418e-05,5.93097605448124
"LMNB1",-1.48444076800843,5.13189028309805e-16,-5.02481478390319,5.04025037881796e-07,4.58762612541128e-05,5.91187800918715
"SLC39A7",-1.48424920229995,8.52544308297768e-17,-5.02416633620166,5.05730733481373e-07,4.58762612541128e-05,5.9087353164215
"MCTP2",1.48389453305794,3.40511762305281e-16,5.02296578493075,5.08903403070629e-07,4.59285321271243e-05,5.90291793197442
"ATP10D",1.48029263547918,4.43312198293115e-16,5.01077340339966,5.42230432912268e-07,4.86878889735285e-05,5.84391735037188
"NXPH2",1.4786060603125,2.52083333373759e-08,5.0050643660205,5.58549824579208e-07,4.949980107831e-05,5.81633983671631
"BOP1",-1.47829664055976,-3.21935765083362e-16,-5.00401698374598,5.61594753699696e-07,4.949980107831e-05,5.81128386798755
"MIR7112",-1.47829664055976,-3.21935765083362e-16,-5.00401698374598,5.61594753699696e-07,4.949980107831e-05,5.81128386798755
"DNAI2",1.47820840984336,1.01770443923973e-16,5.0037183237942,5.62465940230669e-07,4.949980107831e-05,5.80984235771625
"ECM2",1.47761732847856,1.69713780066398e-16,5.00171752022944,5.68335945580069e-07,4.97687848582468e-05,5.80018751052803
"NCAPG2",-1.4770300054492,8.38377399910624e-16,-4.99972943858653,5.7422710093927e-07,5.00369615197771e-05,5.79059787742154
"DR1",-1.47659340405285,4.15122941808492e-16,-4.99825154792337,5.78644541456608e-07,5.01747220285585e-05,5.78347165206366
"KCNG1",-1.47583979791425,5.93781389797895e-16,-4.99570059988417,5.86346554582766e-07,5.05945570927539e-05,5.77117621932265
"AASS",1.47515822632826,-2.26815094483968e-16,4.99339348797012,5.93397392526749e-07,5.09544003709013e-05,5.76006146913534
"GK",1.47401081304644,-6.14670351654449e-16,4.9895095073183,6.05452348668506e-07,5.16666215122657e-05,5.74136158786231
"C19orf53",-1.47381497183171,-5.05310492523077e-16,-4.9888465870777,6.07533341316709e-07,5.16666215122657e-05,5.73817133418422
"MRPS12",-1.47328776582335,3.43005427301997e-16,-4.98706200085368,6.13169707242178e-07,5.18964543129516e-05,5.72958525405071
"CCDC69",1.47263229441766,1.04806210006932e-16,4.98484323774722,6.20247672755061e-07,5.22455289684013e-05,5.71891452680681
"RUBCNL",1.47222558287198,-4.74157750100327e-17,4.98346652388196,6.24678979778618e-07,5.23694145654217e-05,5.71229586559149
"IL33",1.47130762745307,2.25080371007991e-16,4.98035925543493,6.34792958457686e-07,5.27988027790065e-05,5.69736414548691
"VGLL1",-1.47121964997459,4.02311286136954e-16,-4.98006145269058,6.35770534904652e-07,5.27988027790065e-05,5.69593356822326
"CCDC81",1.46987673260086,1.72026744701033e-16,4.97551569295499,6.50873908123556e-07,5.38005072934467e-05,5.67410738182003
"EBP",-1.46887990831491,1.1145598333151e-16,-4.97214145430772,6.62307862278274e-07,5.4417709221808e-05,5.6579190706302
"SHCBP1",-1.46869125333164,1.24321849111671e-16,-4.97150285937729,6.64493481367547e-07,5.4417709221808e-05,5.65485657140183
"FAM117B",-1.46699943357095,1.58438077472548e-16,-4.96577606910824,6.84406814079544e-07,5.57901941670647e-05,5.62741027817865
"KCNJ2",1.4654312816928,-2.98589278302508e-16,4.96046789318733,7.03377146042858e-07,5.70735703502391e-05,5.60199849197744
"MEOX1",-1.46444436139378,9.10729824887824e-18,-4.95712717942097,7.15574859479849e-07,5.77344372624694e-05,5.58601945582028
"NDC80",-1.46381411848438,-1.21575203608041e-16,-4.9549938144819,7.23470622787057e-07,5.77344372624694e-05,5.57582094670521
"TMEM147",-1.46374182846043,1.69424659487068e-16,-4.95474911358922,7.24381629311838e-07,5.77344372624694e-05,5.57465143955202
"C1orf109",-1.46372632555653,7.77011556947945e-18,-4.95469663643932,7.24577142420047e-07,5.77344372624694e-05,5.57440064127726
"TSPAN8",1.46205951854005,-3.29597460435593e-16,4.94905451401932,7.45897112924825e-07,5.91666996884629e-05,5.54745136139834
"TMEFF1",-1.46022725741419,-2.29850860566927e-16,-4.94285233135793,7.70030565820803e-07,6.02863287432673e-05,5.51786241434356
"MSANTD3-TMEFF1",-1.46022725741419,-2.29850860566927e-16,-4.94285233135793,7.70030565820803e-07,6.02863287432673e-05,5.51786241434356
"CBLC",-1.46019019509772,-6.7914424084492e-16,-4.94272687584651,7.70526406149202e-07,6.02863287432673e-05,5.51726428266311
"ACTL6A",-1.45995765767831,-4.40186082029115e-17,-4.94193973937868,7.73644447098291e-07,6.02863287432673e-05,5.51351181463891
"GTPBP3",-1.45912435369869,9.83009969720191e-18,-4.93911901507191,7.84918153440288e-07,6.08965667377424e-05,5.50006965456021
"NT5DC2",-1.45864925533717,-1.48174296906352e-16,-4.93751081262811,7.91416378808179e-07,6.11325953045322e-05,5.49240920186725
"MRPS15",-1.45779771084819,-2.00505121764986e-16,-4.9346283444087,8.03193395665066e-07,6.17725564170407e-05,5.47868520100915
"SYNGR3",-1.45743022801509,4.78349998500605e-16,-4.93338441928053,8.08327728167084e-07,6.18983081538855e-05,5.47276510317481
"DNMT3B",-1.4566635294788,-6.25367813089639e-16,-4.93078915362698,8.19141723336576e-07,6.24560256211237e-05,5.46041850070483
"NXF3",1.45586158154997,2.15973072759112e-16,4.92807456918849,8.30601946346951e-07,6.30580164331812e-05,5.44751120799723
"PLCL2",1.45530767844126,2.15033430876292e-18,4.92619961358941,8.38607483777047e-07,6.33937084638127e-05,5.43860032851904
"LAMC1",-1.45479799721578,-2.36789754470834e-16,-4.92447434855216,8.46039492517095e-07,6.36833726941911e-05,5.43040386129226
"FAM13C",1.45325742439913,1.6277488616249e-16,4.9192595274346,8.6889125696617e-07,6.51263451037059e-05,5.40564650766961
"RCC1",-1.45143880942692,1.86591193884755e-16,-4.91310353684508,8.96632642288513e-07,6.68708468863951e-05,5.37645471308909
"DLC1",1.45123935900619,1.15648231731787e-18,4.91242839948401,8.99726471759966e-07,6.68708468863951e-05,5.37325542643925
"KLF4",1.44962286338392,1.86771894246836e-16,4.90695658054997,9.25183257709418e-07,6.81886756638894e-05,5.34734223248978
"TRAPPC3",-1.44955564090818,-6.64977332457776e-17,-4.90672903324917,9.26256765877185e-07,6.81886756638894e-05,5.34626524968453
"PAMR1",1.44938282597918,-1.50631821830653e-16,4.90614405671873,9.29022038272223e-07,6.81886756638894e-05,5.3434967813224
"ACOT7",-1.44854180844776,9.55498339593371e-17,-4.90329722212858,9.42593309262557e-07,6.88366748788339e-05,5.33002852273571
"MEST",-1.44835500192226,5.12393946716649e-16,-4.90266488420626,9.45633557326963e-07,6.88366748788339e-05,5.32703801879584
"EFCAB6",1.44811347359831,2.03830008427275e-17,4.9018473136308,9.49578390774467e-07,6.88405416164326e-05,5.32317206922846
"VAX2",-1.44708068104355,6.67434857382077e-16,-4.89835132281076,9.66626224789528e-07,6.97904134298039e-05,5.30664826266582
"TBC1D7",-1.44681206125769,4.62755557253021e-16,-4.89744204795094,9.71108263154796e-07,6.98290002721349e-05,5.30235250533767
"PPFIA1",-1.44630219628672,-6.04478851233085e-16,-4.89571616093739,9.7967066982216e-07,7.01109467376475e-05,5.29420095768244
"CDC6",-1.44606783778296,2.25514051876985e-17,-4.89492286012014,9.83630700888639e-07,7.01109467376475e-05,5.29045507751013
"SMIM14",1.44555413874077,-1.12757025938492e-17,4.89318399481992,9.92364815933526e-07,7.01109467376475e-05,5.28224646825045
"RETREG1",1.44542616944283,-6.72205346941013e-18,4.89275082023053,9.94552188358116e-07,7.01109467376475e-05,5.28020204773071
"MARS",-1.44495990977546,-1.53053206682537e-17,-4.89117253666394,1.00256126839644e-06,7.01109467376475e-05,5.27275467625794
"MIR6758",-1.44495990977546,-1.53053206682537e-17,-4.89117253666394,1.00256126839644e-06,7.01109467376475e-05,5.27275467625794
"ZNF492",-1.44494757347152,5.72603307362011e-16,-4.89113077841817,1.00277401349001e-06,7.01109467376475e-05,5.27255766623977
"DMD",1.44456651690523,2.20093041014557e-17,4.88984090636058,1.00936694887516e-06,7.02940628293414e-05,5.2664730446127
"PIGW",-1.44373373121478,-1.46439573430375e-16,-4.88702193645666,1.0239211239341e-06,7.06820139217511e-05,5.25318090475516
"CHN2",1.4436213960286,-1.56269673127577e-16,4.88664168315422,1.02589974337315e-06,7.06820139217511e-05,5.25138850315615
"GSTA3",1.44356326555147,-4.05347052219914e-16,4.8864449121633,1.02692507082877e-06,7.06820139217511e-05,5.25046103766413
"PTGIS",1.44123070697506,-7.08345419357196e-18,4.87854922843402,1.06889131541454e-06,7.32853429394097e-05,5.21327613309963
"IL7",1.4406443353374,-2.52113145175296e-16,4.87656436724097,1.07969784711201e-06,7.36743976325092e-05,5.20393784191138
"DNAI1",1.44047189579033,1.68015196662837e-16,4.87598066137403,1.08289577615763e-06,7.36743976325092e-05,5.20119237026444
"DDX17",1.43982130825451,-6.70759744044365e-17,4.87377843011045,1.09504333425961e-06,7.42154081981544e-05,5.19083709259154
"G0S2",1.43949803790074,-5.24157540288117e-16,4.87268416371208,1.10112799677173e-06,7.43429508965462e-05,5.18569339977764
"SLITRK5",1.43792284278797,-2.31296463463574e-17,4.86735214652369,1.13124516142412e-06,7.6085915058674e-05,5.16064632242644
"MAOB",1.43592262754153,-1.58582637762213e-16,4.86058144111198,1.17063226302038e-06,7.84367958354832e-05,5.12888054740385
"DLEC1",1.43488799573173,-2.18141477104083e-16,4.85707922443495,1.19152010330199e-06,7.95350909709768e-05,5.11246672682556
"CXCL2",1.43443395352267,1.63244707103901e-16,4.85554229682305,1.20079940017289e-06,7.98531601114975e-05,5.10526735143839
"VWA3B",1.43305618689589,-4.46817785317485e-16,4.85087857277005,1.22938444946721e-06,8.14478708862375e-05,5.08343518143188
"ADGB",1.43223326663315,8.03755210535921e-17,4.84809299722449,1.24676896628531e-06,8.22914038978392e-05,5.07040514686672
"PRSS2",-1.43061479625894,-3.52148865623292e-16,-4.84261449377801,1.28165223945513e-06,8.42793548837238e-05,5.04480028929812
"ATIC",-1.42753105538226,2.85416221906809e-16,-4.83217606667412,1.3507326921707e-06,8.80591983117412e-05,4.99609438902188
"ESYT2",-1.42751383432512,2.0643209364124e-16,-4.83211777359543,1.35112834356188e-06,8.80591983117412e-05,4.99582268750746
"SPACA9",1.42738605197008,-8.69530142333375e-16,4.83168523180558,1.35406760929355e-06,8.80591983117412e-05,4.99380673135573
"CDC14A",1.42715293146021,3.02998367137282e-16,4.8308961215833,1.35944572704228e-06,8.80851115957911e-05,4.99012937452801
"GTF2IRD1",-1.42662730040425,-2.90204781501953e-16,-4.82911686655487,1.37164758345204e-06,8.85331757704954e-05,4.98184001736335
"NUDT1",-1.42642503966788,-1.50487261540988e-16,-4.82843221630796,1.37637081445453e-06,8.85331757704954e-05,4.97865111932399
"CDKN2A",-1.4261870580613,3.78458838342273e-16,-4.82762665132968,1.38194823608282e-06,8.85698635799604e-05,4.97489961525183
"VNN1",1.42528656632626,-9.69999543650365e-17,4.82457849725003,1.4032498543341e-06,8.93008224700606e-05,4.96071007251618
"IL6ST",1.42510708112453,-1.27429895339463e-16,4.82397094192376,1.40753324983384e-06,8.93008224700606e-05,4.95788289681588
"MYO9B",-1.42506670838,-9.63313630253371e-17,-4.82383428065177,1.40849847188348e-06,8.93008224700606e-05,4.95724701130993
"AGBL2",1.42219574668832,1.85759972219183e-16,4.81411610862139,1.47879302619907e-06,9.3422749430126e-05,4.91207450268927
"ZWILCH",-1.42197957628308,1.64798730217797e-17,-4.81338437430669,1.48422029835006e-06,9.3431931877275e-05,4.90867690532423
"DNAH7",1.42143696288259,-3.13117587413814e-16,4.81154763423899,1.49792789737724e-06,9.39604488535673e-05,4.90015080751084
"C9orf16",-1.42103365087963,2.45752492430048e-18,-4.81018242778639,1.5081952114882e-06,9.42701946855648e-05,4.89381566423705
"PLA2G4C",1.42034426166998,-3.82867927177048e-16,4.80784885330692,1.52590220220571e-06,9.50406676452557e-05,4.88299104092661
"REEP4",-1.4199821696875,4.85416666560785e-08,-4.80662317614559,1.53528243504778e-06,9.50406676452557e-05,4.87730766380904
"PLPP1",1.41988159044185,4.76326154445298e-16,4.80628271656554,1.53789782955764e-06,9.50406676452557e-05,4.87572923430497
"MRPL12",-1.41944717103508,-4.41487124636097e-16,-4.8048122119118,1.54924346326999e-06,9.50406676452557e-05,4.86891300471332
"CEP76",-1.41933830839769,3.56485674313234e-16,-4.80444371314678,1.55209918816161e-06,9.50406676452557e-05,4.86720522937688
"NARS2",-1.41921603814261,-1.1022722086936e-18,-4.80402982975135,1.55531266046343e-06,9.50406676452557e-05,4.86528727910686
"CDK16",-1.41910897133785,3.88578058618805e-16,-4.80366740985894,1.5581318116979e-06,9.50406676452557e-05,4.8636079482174
"SCD",-1.41884516085206,4.92372346598084e-16,-4.80277441442408,1.56509912448508e-06,9.51375890481671e-05,4.85947065085714
"FKBP1A",-1.41857706750152,-5.52220306519284e-16,-4.80186692154173,1.57221022799853e-06,9.52425572707739e-05,4.85526697404119
"HBA1",1.41793848066074,-1.73472347597681e-17,4.79970531249168,1.58927389442255e-06,9.56213126477568e-05,4.84525719608409
"HBA2",1.41793848066074,-1.73472347597681e-17,4.79970531249168,1.58927389442255e-06,9.56213126477568e-05,4.84525719608409
"FANCE",-1.41766237367095,3.09286739737698e-16,-4.7987706935334,1.59670674518457e-06,9.57428664934573e-05,4.84093064525603
"CPEB1",1.41656656918507,3.60424942206598e-16,4.7950614080573,1.62653683219879e-06,9.67829341650502e-05,4.82376787799804
"AIF1L",-1.41651349987553,-2.8597639302926e-16,-4.79488176905998,1.62799500614429e-06,9.67829341650502e-05,4.82293702996413
"TUBB",-1.41642367117547,-1.2139450324596e-16,-4.79457769995205,1.63046607389818e-06,9.67829341650502e-05,4.82153075136324
"NONO",-1.41594477671042,7.51496665822119e-16,-4.79295664774183,1.64370078522273e-06,9.72422180261034e-05,4.81403510867583
"LIMA1",1.41378783313969,-1.92843426412755e-16,4.78565541877007,1.70460069650278e-06,0.000100508939068125,4.78030610649435
"EPB41L3",1.41325034472207,7.80264163465401e-17,4.78383602670997,1.72011054914794e-06,0.000101035008858194,4.7719091849781
"KLHDC1",1.41308372045657,-6.79433361424249e-17,4.78327200550369,1.72494616287945e-06,0.000101035008858194,4.76930674302499
"ACKR4",1.41256673018012,-1.18394877235417e-16,4.78152199941367,1.74003306672069e-06,0.000101471718642109,4.7612340187098
"IGFBP6",1.41235730167587,9.14343832129442e-17,4.78081308635565,1.74618066778636e-06,0.000101471718642109,4.75796466526036
"TPD52",-1.41224073936535,3.93059427598412e-16,-4.78041852428636,1.74961129435487e-06,0.000101471718642109,4.75614524045441
"IQUB",1.411996099938,7.40871484531761e-18,4.77959042266199,1.75683252288129e-06,0.000101557550644599,4.75232714417534
"HBB",1.41139232762842,1.03649727689614e-16,4.77754666039633,1.7747773622034e-06,0.000102260706058684,4.74290687891292
"ANXA8",1.41030253820556,1.55185470955092e-16,4.77385773583877,1.80761404567002e-06,0.000103478591760055,4.72591380498195
"ANXA8L1",1.41030253820556,1.55185470955092e-16,4.77385773583877,1.80761404567002e-06,0.000103478591760055,4.72591380498195
"ETS2",1.40981560723372,1.29137513761128e-16,4.77220948014628,1.82247384425198e-06,0.000103942300405038,4.71832533863191
"PTPN13",1.40965286114582,-1.24466409401336e-16,4.77165858652618,1.82746652868826e-06,0.000103942300405038,4.71578964307167
"AGMAT",-1.40751571634621,5.30418807834221e-16,-4.76442437616503,1.89426114880328e-06,0.000107396107247376,4.68251862468155
"MPDZ",1.40714364655266,-2.06287533351575e-16,4.76316492422896,1.90612708196788e-06,0.000107723584514153,4.67673141035265
"KLK8",-1.4067370164765,4.21718505024445e-16,-4.76178848613706,1.91917686635082e-06,0.000107826445123808,4.67040839140396
"TATDN1",-1.40656971697733,-6.7365094983766e-17,-4.76122217927263,1.9245708137838e-06,0.000107826445123808,4.66780744719249
"UNG",-1.40640111596393,2.02962646689286e-16,-4.76065146679761,1.93002145716694e-06,0.000107826445123808,4.66518658177553
"CTSO",1.40632984920612,3.05600452351248e-16,4.76041022964895,1.93232987191177e-06,0.000107826445123808,4.66407885027386
"F5",1.40552373662299,1.64075928769473e-17,4.75768154790394,1.9586261924114e-06,0.00010895012175335,4.65155298564237
"MARC1",-1.40432708391699,1.20707841870053e-16,-4.75363089237232,1.99829727854249e-06,0.000110808403009837,4.63297191643949
"GSTM5",1.4034542652994,5.95046292332461e-16,4.7506764114743,2.02771832718722e-06,0.000112088467155046,4.61942917469444
"CFAP58",1.40218959435713,-3.12611626399987e-16,4.74639551500171,2.07108725575157e-06,0.000113962346344033,4.59982135102725
"PKD2",1.40209108516615,-3.11961105096496e-16,4.7460620625327,2.07450254524159e-06,0.000113962346344033,4.59829477814744
"STX2",1.40040869815901,-2.42969706854002e-16,4.74036720202504,2.13367234145692e-06,0.000116849938229199,4.57223979456592
"BAHCC1",1.4001787125,3.12499999351237e-09,4.73958870323654,2.14188582700292e-06,0.000116937711092144,4.56868045683262
"KIF1A",-1.39941496551194,6.14670351654449e-16,-4.73700342853951,2.16937996744762e-06,0.000118074345366711,4.55686463795505
"MAN2A1",1.39897580544277,4.14888031337786e-17,4.73551687679854,2.18534244383213e-06,0.000118359583865769,4.55007337549098
"SMC4",-1.39890290958305,-2.62376925741492e-16,-4.7352701251588,2.18800293538959e-06,0.000118359583865769,4.54894630505731
"PHB",-1.39809658936995,-2.73742978516382e-16,-4.73254074058877,2.21763958906076e-06,0.000119597032594195,4.53648340116422
"NDUFAF5",-1.39684560146815,4.30066861752583e-18,-4.72830616104949,2.26438452783769e-06,0.00012117554974078,4.51716170494503
"DNAH9",1.39658940714253,6.9533499328737e-17,4.72743894622849,2.27407362589161e-06,0.00012117554974078,4.51320687887346
"NEIL3",-1.39650765794455,-5.09285900488858e-16,-4.72716222614141,2.27717369515226e-06,0.00012117554974078,4.51194508376478
"GOLT1B",-1.39648816734712,4.85794853418338e-16,-4.72709625069514,2.27791341076993e-06,0.00012117554974078,4.51164425819461
"MRPL34",-1.39640266752395,1.13479827386816e-17,-4.7268068347853,2.28116106414607e-06,0.00012117554974078,4.51032466979873
"BOLA1",-1.39606326393933,-9.03501810404587e-20,-4.72565795758761,2.29409699046206e-06,0.000121376919158984,4.50508717483183
"CWH43",1.39594358087921,-4.37114175873739e-17,4.72525283181712,2.29867533033295e-06,0.000121376919158984,4.50324059335825
"GNG11",1.39573603259484,-4.29199500014595e-16,4.72455028328158,2.30663566137793e-06,0.000121418641368387,4.50003872086418
"SCN1A",1.39556556385059,1.60172800948525e-16,4.72397324855928,2.31319363113496e-06,0.000121418641368387,4.49740923502447
"PTPRE",1.39523406624717,4.23344808283173e-16,4.72285113301626,2.32599770840152e-06,0.000121729507289688,4.49229679342275
"PRELID1",-1.39382136600367,3.61834405030829e-16,-4.7180691590758,2.3813301539908e-06,0.000124257666943785,4.47052338212698
"PTH2R",-1.39286130274215,3.89734540936123e-16,-4.71481935606991,2.41965267622503e-06,0.000125885988793366,4.4557388808875
"CSGALNACT1",1.39254112295072,4.96203194274199e-17,4.71373555118921,2.43256432570174e-06,0.000126186599288381,4.45081053503562
"ZNF516",1.38999271218816,-3.18755438710738e-16,4.70510921031313,2.53771695350433e-06,0.000131256360206252,4.41162469195788
"MRPS18A",-1.389307019897,-1.37621395760827e-16,-4.70278814985986,2.56674661303916e-06,0.000132370789615305,4.4010933439805
"TRMT10C",-1.38869425066365,1.71882184411369e-16,-4.70071393311157,2.59295845851315e-06,0.000133333843525114,4.39168639687387
"IRF8",1.38823233088629,9.96381796514179e-17,4.69915034002233,2.61288719582962e-06,0.000133969164078348,4.38459796343953
"PARPBP",-1.38659329965151,-4.69098139962062e-17,-4.69360223830127,2.6847933979044e-06,0.00013725812258824,4.35946508459222
"ZNF204P",1.38601838014548,6.46726595887603e-17,4.691656142441,2.71046277041699e-06,0.000138171112236041,4.35065631191374
"PID1",1.38561607799497,1.66894854417935e-16,4.69029435432721,2.72856490759622e-06,0.000138401154698136,4.34449451164795
"HBD",1.38557048523854,3.07353245863432e-16,4.69014002337546,2.73062372037139e-06,0.000138401154698136,4.34379630991177
"AURKA",-1.38457670492294,1.96601993944038e-16,-4.68677608853251,2.77587159225598e-06,0.000140292550272617,4.32858339114376
"WDR66",1.38412787855525,3.8872261890847e-16,4.68525681648315,2.79654217929939e-06,0.000140611563853482,4.32171627657502
"HIST1H2AE",-1.38409457398214,-3.67905937196748e-16,-4.68514408088943,2.79808188571573e-06,0.000140611563853482,4.32120680006104
"MND1",-1.38390071761033,-5.33427468862868e-17,-4.68448787931909,2.80706023578651e-06,0.000140663140257302,4.31824152668815
"CBX7",1.38333197947974,1.73472347597681e-17,4.68256270734299,2.83356083110429e-06,0.000141444223883447,4.30954436914331
"CDCA4",-1.38307329475196,-4.49708991110779e-16,-4.68168706253954,2.8456936281346e-06,0.000141444223883447,4.30558973871183
"EFCAB3",-1.382883391875,5.49999999956257e-08,-4.68104424350344,2.85463214010914e-06,0.000141444223883447,4.30268707830103
"LOC102724660",-1.382883391875,5.49999999956257e-08,-4.68104424350344,2.85463214010914e-06,0.000141444223883447,4.30268707830103
"TLR2",1.38170970505758,3.56045217180662e-16,4.67707132723833,2.91047691546549e-06,0.000143392684578873,4.28475615072414
"NFKBIZ",1.38143700728435,4.2110412379337e-16,4.67614824843853,2.92360131333036e-06,0.000143392684578873,4.28059220704214
"DTHD1",1.38117122371432,1.89084858881472e-16,4.67524857413643,2.9364475734519e-06,0.000143392684578873,4.27653463030028
"ANKFN1",1.38105107173929,2.37078875050164e-17,4.67484186109439,2.94227270208473e-06,0.000143392684578873,4.27470059009935
"SLC16A3",-1.3808143091943,1.23165366794353e-16,-4.67404042262545,2.95378373134518e-06,0.000143392684578873,4.27108703387504
"MIR6787",-1.3808143091943,1.23165366794353e-16,-4.67404042262545,2.95378373134518e-06,0.000143392684578873,4.27108703387504
"MAF",1.38077105020087,-1.04083408558608e-17,4.67389399143439,2.95589157982021e-06,0.000143392684578873,4.27042686629649
"NR4A3",1.38071127459681,1.19948900349313e-16,4.67369165170791,2.95880659569725e-06,0.000143392684578873,4.26951467578217
"DSCC1",-1.37996711392674,1.80700362080917e-19,-4.67117267647012,2.9953279970782e-06,0.00014476600256917,4.25816190578904
"HSPB8",1.37851173514683,-3.69170839731314e-17,4.66624623617888,3.0680079201651e-06,0.000147729637726911,4.23597662104479
"SLC43A3",-1.37840605077455,2.86229373536173e-17,-4.66588849580438,3.07335104774171e-06,0.000147729637726911,4.23436651715986
"MTF2",-1.37774895177355,-1.04806210006932e-16,-4.66366422330671,3.10677310021741e-06,0.000148931461706628,4.22435836832115
"TMTC4",-1.37746242320008,8.28872560865168e-17,-4.66269432740853,3.12145572218587e-06,0.000149230892620935,4.21999580070907
"MOB1A",-1.3772368901259,-2.65159711317538e-16,-4.66193090056807,3.1330595355133e-06,0.00014938191408004,4.21656256397288
"POLR2J4",-1.37673973814488,-3.61111603582505e-16,-4.66024804687801,3.15878461695969e-06,0.000150203605079032,4.20899652219481
"ESRP1",-1.37586763911154,-1.07552855510562e-16,-4.65729600176434,3.20440148722711e-06,0.000151781878316417,4.19573084622106
"BLM",-1.37577779134662,8.5830864984815e-16,-4.6569918681221,3.20913689243823e-06,0.000151781878316417,4.19436463118867
"SEH1L",-1.37504823993333,-1.04372529137938e-16,-4.65452234504909,3.24783702842665e-06,0.000153202637855571,4.18327445772683
"TMEM265",-1.374532709375,2.08333333423169e-08,-4.652777280088,3.27545359411031e-06,0.00015409441123994,4.17544123935266
"SATB1",1.37420083253629,-3.74411150231661e-17,4.65165388083792,3.29335098301417e-06,0.00015434095176552,4.1704000977457
"FHOD3",1.37411223675723,1.14780869993799e-16,4.65135398515329,3.29814459649311e-06,0.00015434095176552,4.16905455175975
"TMPRSS4",-1.37175208444171,-4.53359138424814e-16,-4.64336489693713,3.42833596954673e-06,0.000160010118641985,4.13324174031608
"SESN1",1.37096285070731,1.62485765583161e-16,4.64069334989931,3.47296100148963e-06,0.000161453247881144,4.12127969007826
